slug	parent_term	status	selection_reason
Hypotonia_Infantile_with_Psychomotor_Retardation_and_Characteristic_Facies_3	MONDO:0014823	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypotrichosis_4	MONDO:0100522	ELIGIBLE	KB_CATEGORY_MENDELIAN
Hypotrichosis_with_Juvenile_Macular_Dystrophy	MONDO:0011107	ELIGIBLE	KB_CATEGORY_MENDELIAN
IFAP_Syndrome_1	MONDO:0100213	ELIGIBLE	KB_CATEGORY_MENDELIAN
IFAP_Syndrome_2	MONDO:0100221	ELIGIBLE	KB_CATEGORY_MENDELIAN
IFNAR2_Deficiency	MONDO:0014727	ELIGIBLE	KB_CATEGORY_MENDELIAN
IFT140-related_Recessive_Ciliopathy	MONDO:0100509	ELIGIBLE	KB_CATEGORY_MENDELIAN
IGF1_Deficiency	MONDO:0012110	ELIGIBLE	KB_CATEGORY_MENDELIAN
IKBKG_Ectodermal_Dysplasia_with_Immunodeficiency	MONDO:0100162	ELIGIBLE	KB_CATEGORY_MENDELIAN
IKK2_Deficiency	MONDO:0014267	ELIGIBLE	KB_CATEGORY_MENDELIAN
IL21R_Deficiency	MONDO:0014082	ELIGIBLE	KB_CATEGORY_MENDELIAN
IL6ST-Related_Stuve-Wiedemann_Syndrome	MONDO:0030756	ELIGIBLE	KB_CATEGORY_MENDELIAN
IMAGe_Syndrome	MONDO:0013873	ELIGIBLE	KB_CATEGORY_MENDELIAN
IPEX_Syndrome	MONDO:0010580	ELIGIBLE	KB_CATEGORY_MENDELIAN
IREB2-Related_Neurodegeneration	MONDO:0032758	ELIGIBLE	KB_CATEGORY_MENDELIAN
IRF1_Deficiency	MONDO:0958011	ELIGIBLE	KB_CATEGORY_MENDELIAN
IRF2BPL-Related_Neurodevelopmental_Disorder_with_Regression	MONDO:0060759	ELIGIBLE	KB_CATEGORY_MENDELIAN
IRIDA_Syndrome	MONDO:0008788	ELIGIBLE	KB_CATEGORY_MENDELIAN
IRX5-related_Craniofacial_Dysostosis_with_Osteopenia_Intellectual_Disability_and_Dental_Anomalies	MONDO:0012634	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_101_Varicella_Zoster_Virus-specific	MONDO:0030813	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_123_With_HPV-related_Verrucosis	MONDO:0971177	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_127	MONDO:0975832	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_131	MONDO:0976229	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_14B_Autosomal_Recessive	MONDO:0023655	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_15A	MONDO:0032599	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_25	MONDO:0012426	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_32B	MONDO:0009194	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_37	MONDO:0014491	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_60	MONDO:0032723	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_61	MONDO:0010296	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_63_with_Lymphoproliferation_and_Autoimmunity	MONDO:0032782	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_64	MONDO:0032803	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_65_IRF9_Deficiency	MONDO:0032848	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_69	MONDO:0033541	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_73B	MONDO:0033554	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_79	MONDO:0030981	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_80_with_or_without_Congenital_Cardiomyopathy	MONDO:0030266	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_81	MONDO:0030302	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_86	MONDO:0030448	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_88	MONDO:0030483	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_89_And_Autoimmunity	MONDO:0030484	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_91_And_Hyperinflammation	MONDO:0030491	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_92	MONDO:0030498	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_93_and_Hypertrophic_Cardiomyopathy	MONDO:0030528	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_96	MONDO:0030693	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunodeficiency_Centromeric_Instability_Facial_Anomalies_Syndrome	MONDO:0000133	ELIGIBLE	KB_CATEGORY_MENDELIAN
Immunoskeletal_Dysplasia_with_Neurodevelopmental_Abnormalities	MONDO:0044312	ELIGIBLE	KB_CATEGORY_MENDELIAN
Inborn_Disorder_of_Bile_Acid_Synthesis	MONDO:0019218	ELIGIBLE	KB_CATEGORY_MENDELIAN
Inborn_Disorder_of_Cobalamin_Metabolism_and_Transport	MONDO:0019220	ELIGIBLE	KB_CATEGORY_MENDELIAN
Inborn_Disorder_of_Methionine_Cycle_and_Sulfur_Amino_Acid_Metabolism	MONDO:0019222	ELIGIBLE	KB_CATEGORY_MENDELIAN
Inclusion_Body_Myopathy_with_Paget_Disease_of_Bone_and_Frontotemporal_Dementia	MONDO:0000507	ELIGIBLE	KB_CATEGORY_MENDELIAN
Incontinentia_Pigmenti	MONDO:0010631	ELIGIBLE	KB_CATEGORY_MENDELIAN
Infantile-Onset_Pompe_Disease	MONDO:0017694	ELIGIBLE	KB_CATEGORY_MENDELIAN
Infantile_Cataract_Skin_Abnormalities_Glutamate_Excess_and_Impaired_Intellectual_Development	MONDO:0032685	ELIGIBLE	KB_CATEGORY_MENDELIAN
Infantile_Hypercalcemia	MONDO:0000212	ELIGIBLE	KB_CATEGORY_MENDELIAN
Infantile_Liver_Failure_Syndrome_1	MONDO:0024568	ELIGIBLE	KB_CATEGORY_MENDELIAN
Infantile_Parkinsonism-Dystonia	MONDO:0013150	ELIGIBLE	KB_CATEGORY_MENDELIAN
Inherited_Ichthyosis	MONDO:0015947	ELIGIBLE	KB_CATEGORY_MENDELIAN
Inherited_Porphyria	MONDO:0019142	ELIGIBLE	KB_CATEGORY_MENDELIAN
Inherited_Retinal_Dystrophy	MONDO:0019118	ELIGIBLE	KB_CATEGORY_MENDELIAN
Inherited_Threoninemia	MONDO:0010118	ELIGIBLE	KB_CATEGORY_MENDELIAN
Intellectual_Developmental_Disorder_Autosomal_Dominant_72	MONDO:0957397	ELIGIBLE	KB_CATEGORY_MENDELIAN
Intellectual_Developmental_Disorder_Autosomal_Recessive_67	MONDO:0032662	ELIGIBLE	KB_CATEGORY_MENDELIAN
Intellectual_Disability_Anterior_Maxillary_Protrusion_and_Strabismus	MONDO:0013353	ELIGIBLE	KB_CATEGORY_MENDELIAN
Intellectual_Disability_Autosomal_Dominant_30	MONDO:0014486	ELIGIBLE	KB_CATEGORY_MENDELIAN
Intellectual_Disability_Autosomal_Dominant_34	MONDO:0014599	ELIGIBLE	KB_CATEGORY_MENDELIAN
Intellectual_Disability_Autosomal_Dominant_52	MONDO:0030918	ELIGIBLE	KB_CATEGORY_MENDELIAN
Intellectual_Disability_Autosomal_Dominant_6	MONDO:0013509	ELIGIBLE	KB_CATEGORY_MENDELIAN
Interleukin-10_Receptor_Deficiency	MONDO:0013153	ELIGIBLE	KB_CATEGORY_MENDELIAN
Intermediate_Charcot-Marie-Tooth_Disease	MONDO:0018778	ELIGIBLE	KB_CATEGORY_MENDELIAN
Isobutyryl-CoA_Dehydrogenase_Deficiency	MONDO:0012648	ELIGIBLE	KB_CATEGORY_MENDELIAN
Isolated_Anophthalmia-Microphthalmia_Syndrome	MONDO:0016764	ELIGIBLE	KB_CATEGORY_MENDELIAN
Isolated_Sedoheptulokinase_Deficiency	MONDO:0014969	ELIGIBLE	KB_CATEGORY_MENDELIAN
Isolated_Sulfite_Oxidase_Deficiency	MONDO:0010089	ELIGIBLE	KB_CATEGORY_MENDELIAN
Isolated_Woolly_Hair	MONDO:0008686	ELIGIBLE	KB_CATEGORY_MENDELIAN
Isovaleric_Acidemia	MONDO:0009475	ELIGIBLE	KB_CATEGORY_MENDELIAN
Jackson-Weiss_Syndrome	MONDO:0007400	ELIGIBLE	KB_CATEGORY_MENDELIAN
Jervell_and_Lange-Nielsen_Syndrome_1	MONDO:0024540	ELIGIBLE	KB_CATEGORY_MENDELIAN
Jervell_and_Lange-Nielsen_Syndrome_2	MONDO:0012871	ELIGIBLE	KB_CATEGORY_MENDELIAN
Jeune_Asphyxiating_Thoracic_Dystrophy	MONDO:0018770	ELIGIBLE	KB_CATEGORY_MENDELIAN
Joint_Laxity_Short_Stature_and_Myopia	MONDO:0060556	ELIGIBLE	KB_CATEGORY_MENDELIAN
Junctional_Epidermolysis_Bullosa	MONDO:0017612	ELIGIBLE	KB_CATEGORY_MENDELIAN
Juvenile-Onset_Diabetes_Mellitus_with_Central_and_Peripheral_Neurodegeneration	MONDO:0014523	ELIGIBLE	KB_CATEGORY_MENDELIAN
Juvenile_Amyotrophic_Lateral_Sclerosis	MONDO:0017593	ELIGIBLE	KB_CATEGORY_MENDELIAN
Juvenile_Neuronal_Ceroid_Lipofuscinosis	MONDO:0019262	ELIGIBLE	KB_CATEGORY_MENDELIAN
Juvenile_Open_Angle_Glaucoma	MONDO:0020367	ELIGIBLE	KB_CATEGORY_MENDELIAN
Juvenile_Polyposis_Syndrome	MONDO:0017380	ELIGIBLE	KB_CATEGORY_MENDELIAN
Juvenile_Sialidosis_Type_2	MONDO:0019681	ELIGIBLE	KB_CATEGORY_MENDELIAN
KATNB1-related_Cortical_Malformation		NO_MONDO_GROUNDING	KB_CATEGORY_MENDELIAN
KBG_Syndrome	MONDO:0007846	ELIGIBLE	KB_CATEGORY_MENDELIAN
KCNA2-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0014607	ELIGIBLE	KB_CATEGORY_MENDELIAN
KCNB1-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0014477	ELIGIBLE	KB_CATEGORY_MENDELIAN
KCNH1_Associated_Disorder	MONDO:0100485	ELIGIBLE	KB_CATEGORY_MENDELIAN
KCNQ2_Developmental_and_Epileptic_Encephalopathy	MONDO:0013387	ELIGIBLE	KB_CATEGORY_MENDELIAN
KCNV2_Related_Retinopathy	MONDO:1040063	ELIGIBLE	KB_CATEGORY_MENDELIAN
KDM1A-Related_Neurodevelopmental_Disorder	MONDO:0014751	ELIGIBLE	KB_CATEGORY_MENDELIAN
KDM6B-Related_Neurodevelopmental_Disorder	MONDO:0032790	ELIGIBLE	KB_CATEGORY_MENDELIAN
KIF5B-Related_Kyphomelic_Dysplasia		NO_MONDO_GROUNDING	KB_CATEGORY_MENDELIAN
KINSSHIP_Syndrome	MONDO:0851095	ELIGIBLE	KB_CATEGORY_MENDELIAN
KLC4-Related_Early-Childhood-Onset_Neurodegeneration	MONDO:0700288	ELIGIBLE	KB_CATEGORY_MENDELIAN
KLHL24-Related_Hypertrophic_Cardiomyopathy	MONDO:0859372	ELIGIBLE	KB_CATEGORY_MENDELIAN
KMT2B-Related_Dystonia	MONDO:0015004	ELIGIBLE	KB_CATEGORY_MENDELIAN
KRT1_Keratinopathies	MONDO:0007239	ELIGIBLE	KB_CATEGORY_MENDELIAN
Kabuki_Syndrome	MONDO:0016512	ELIGIBLE	KB_CATEGORY_MENDELIAN
Kallmann_Syndrome	MONDO:0018800	ELIGIBLE	KB_CATEGORY_MENDELIAN
Kanzaki_Disease	MONDO:0012222	ELIGIBLE	KB_CATEGORY_MENDELIAN
Karyomegalic_Interstitial_Nephritis	MONDO:0013898	ELIGIBLE	KB_CATEGORY_MENDELIAN
Kearns-Sayre_Syndrome	MONDO:0010787	ELIGIBLE	KB_CATEGORY_MENDELIAN
Keipert_syndrome	MONDO:0009720	ELIGIBLE	KB_CATEGORY_MENDELIAN
Kennedy_Disease	MONDO:0010735	ELIGIBLE	KB_CATEGORY_MENDELIAN
Keratitis-Ichthyosis-Deafness_Syndrome	MONDO:0007850	ELIGIBLE	KB_CATEGORY_MENDELIAN
Keratoderma_Hereditarium_Mutilans	MONDO:0007422	ELIGIBLE	KB_CATEGORY_MENDELIAN
Keratosis_Follicularis_Spinulosa_Decalvans	MONDO:0000136	ELIGIBLE	KB_CATEGORY_MENDELIAN
Keratosis_Pilaris_Atrophicans	MONDO:0018855	ELIGIBLE	KB_CATEGORY_MENDELIAN
Keutel_Syndrome	MONDO:0009495	ELIGIBLE	KB_CATEGORY_MENDELIAN
Kilquist_Syndrome	MONDO:0033664	ELIGIBLE	KB_CATEGORY_MENDELIAN
Kindler_Epidermolysis_Bullosa	MONDO:0008260	ELIGIBLE	KB_CATEGORY_MENDELIAN
Kleefstra_Syndrome	MONDO:0012455	ELIGIBLE	KB_CATEGORY_MENDELIAN
Klippel-Feil_Syndrome	MONDO:0001029	ELIGIBLE	KB_CATEGORY_MENDELIAN
Kniest_Dysplasia	MONDO:0007987	ELIGIBLE	KB_CATEGORY_MENDELIAN
Koolen_de_Vries_syndrome	MONDO:0012496	ELIGIBLE	KB_CATEGORY_MENDELIAN
Krabbe_Disease_Due_To_Saposin_A_Deficiency	MONDO:0012720	ELIGIBLE	KB_CATEGORY_MENDELIAN
Kufor-Rakeb_syndrome	MONDO:0011706	ELIGIBLE	KB_CATEGORY_MENDELIAN
L-2-Hydroxyglutaric_Aciduria	MONDO:0009370	ELIGIBLE	KB_CATEGORY_MENDELIAN
L1_Syndrome	MONDO:0017140	ELIGIBLE	KB_CATEGORY_MENDELIAN
LAMA5-Related_Bent_Bone_Dysplasia	MONDO:0859573	ELIGIBLE	KB_CATEGORY_MENDELIAN
LAMB1-Related_Cobblestone_Lissencephaly	MONDO:0014077	ELIGIBLE	KB_CATEGORY_MENDELIAN
LCA5-Related_Retinopathy	MONDO:0100445	ELIGIBLE	KB_CATEGORY_MENDELIAN
LDLR-Related_Familial_Hypercholesterolemia	MONDO:0007750	ELIGIBLE	KB_CATEGORY_MENDELIAN
LIFR-Related_Stuve-Wiedemann_Syndrome	MONDO:0800043	ELIGIBLE	KB_CATEGORY_MENDELIAN
LRBA_Deficiency	MONDO:0013863	ELIGIBLE	KB_CATEGORY_MENDELIAN
LRRK2-Related_Parkinson_Disease	MONDO:0011764	ELIGIBLE	KB_CATEGORY_MENDELIAN
Lafora_Disease	MONDO:0009697	ELIGIBLE	KB_CATEGORY_MENDELIAN
Landau-Kleffner_Syndrome	MONDO:0009509	ELIGIBLE	KB_CATEGORY_MENDELIAN
Langer_Mesomelic_Dysplasia	MONDO:0009588	ELIGIBLE	KB_CATEGORY_MENDELIAN
Larsen-like_Syndrome_B3GAT3_Type	MONDO:0009511	ELIGIBLE	KB_CATEGORY_MENDELIAN
Larsen_Syndrome	MONDO:0007875	ELIGIBLE	KB_CATEGORY_MENDELIAN
Late-Onset_Pompe_Disease	MONDO:0018485	ELIGIBLE	KB_CATEGORY_MENDELIAN
Late_Complement_Component_Deficiency	MONDO:0015700	ELIGIBLE	KB_CATEGORY_MENDELIAN
Leber-like_Hereditary_Optic_Neuropathy_Autosomal_Recessive_1	MONDO:0958183	ELIGIBLE	KB_CATEGORY_MENDELIAN
Leber_Congenital_Amaurosis_10	MONDO:0012723	ELIGIBLE	KB_CATEGORY_MENDELIAN
Leber_Congenital_Amaurosis_with_Early-Onset_Deafness	MONDO:0060650	ELIGIBLE	KB_CATEGORY_MENDELIAN
Leber_Hereditary_Optic_Neuropathy	MONDO:0010788	ELIGIBLE	KB_CATEGORY_MENDELIAN
Leber_Optic_Atrophy_and_Dystonia	MONDO:0010772	ELIGIBLE	KB_CATEGORY_MENDELIAN
Leigh_Syndrome	MONDO:0009723	ELIGIBLE	KB_CATEGORY_MENDELIAN
Lenz-Majewski_hyperostotic_dwarfism	MONDO:0007892	ELIGIBLE	KB_CATEGORY_MENDELIAN
Leri-Weill_Dyschondrosteosis	MONDO:0007481	ELIGIBLE	KB_CATEGORY_MENDELIAN
Lesch-Nyhan_Syndrome	MONDO:0010298	ELIGIBLE	KB_CATEGORY_MENDELIAN
Lethal_Congenital_Contracture_Syndrome	MONDO:0017436	ELIGIBLE	KB_CATEGORY_MENDELIAN
Lethal_Polymalformative_Syndrome_Boissel_Type	MONDO:0013050	ELIGIBLE	KB_CATEGORY_MENDELIAN
Leukocyte_Adhesion_Deficiency_Type_II	MONDO:0009953	ELIGIBLE	KB_CATEGORY_MENDELIAN
Li-Ghorbani-Weisz-Hubshman_Syndrome	MONDO:0033547	ELIGIBLE	KB_CATEGORY_MENDELIAN
Liberfarb_syndrome	MONDO:0030045	ELIGIBLE	KB_CATEGORY_MENDELIAN
Lichtenstein-Knorr_Syndrome	MONDO:0014572	ELIGIBLE	KB_CATEGORY_MENDELIAN
Liddle_Syndrome	MONDO:0008323	ELIGIBLE	KB_CATEGORY_MENDELIAN
Limb-Girdle_Muscular_Dystrophy_Autosomal_Dominant	MONDO:0015151	ELIGIBLE	KB_CATEGORY_MENDELIAN
Linear_Skin_Defects_with_Multiple_Congenital_Anomalies_1	MONDO:0024552	ELIGIBLE	KB_CATEGORY_MENDELIAN
Lipoic_Acid_Synthetase_Deficiency	MONDO:0013762	ELIGIBLE	KB_CATEGORY_MENDELIAN
Lipoid_Proteinosis	MONDO:0009530	ELIGIBLE	KB_CATEGORY_MENDELIAN
Lipoyl_Transferase_1_Deficiency	MONDO:0014576	ELIGIBLE	KB_CATEGORY_MENDELIAN
Lissencephaly_Spectrum_Disorders	MONDO:0018838	ELIGIBLE	KB_CATEGORY_MENDELIAN
Loeys-Dietz_Syndrome	MONDO:0018954	ELIGIBLE	KB_CATEGORY_MENDELIAN
Loeys-Dietz_Syndrome_4	MONDO:0013897	ELIGIBLE	KB_CATEGORY_MENDELIAN
Loeys-Dietz_Syndrome_6	MONDO:0030500	ELIGIBLE	KB_CATEGORY_MENDELIAN
Long-Chain_3-Hydroxyacyl-CoA_Dehydrogenase_Deficiency	MONDO:0012173	ELIGIBLE	KB_CATEGORY_MENDELIAN
Lowe_Syndrome	MONDO:0010645	ELIGIBLE	KB_CATEGORY_MENDELIAN
Lymphatic_Malformation_6	MONDO:0014797	ELIGIBLE	KB_CATEGORY_MENDELIAN
Lysinuric_Protein_Intolerance	MONDO:0009109	ELIGIBLE	KB_CATEGORY_MENDELIAN
Lysosomal_Acid_Phosphatase_Deficiency	MONDO:0008705	ELIGIBLE	KB_CATEGORY_MENDELIAN
MAN2C1-congenital_disorder_of_deglycosylation_2	MONDO:0030770	ELIGIBLE	KB_CATEGORY_MENDELIAN
MBD5_Haploinsufficiency_Syndrome	MONDO:0007974	ELIGIBLE	KB_CATEGORY_MENDELIAN
MCM3AP-Related_Peripheral_Neuropathy	MONDO:0029131	ELIGIBLE	KB_CATEGORY_MENDELIAN
MCM8-related_gametogenic_failure	MONDO:0044776	ELIGIBLE	KB_CATEGORY_MENDELIAN
MCM9-related_gametogenic_failure		NO_MONDO_GROUNDING	KB_CATEGORY_MENDELIAN
MED11-Related_Disorder	MONDO:0957225	ELIGIBLE	KB_CATEGORY_MENDELIAN
MED13L_Syndrome	MONDO:0014773	ELIGIBLE	KB_CATEGORY_MENDELIAN
MED13_Syndrome	MONDO:0032485	ELIGIBLE	KB_CATEGORY_MENDELIAN
MED17-Related_Disorder	MONDO:0013351	ELIGIBLE	KB_CATEGORY_MENDELIAN
MED27-Related_Disorder	MONDO:0859137	ELIGIBLE	KB_CATEGORY_MENDELIAN
MEDNIK_syndrome	MONDO:0012251	ELIGIBLE	KB_CATEGORY_MENDELIAN
MEGF8-Related_Carpenter_Syndrome	MONDO:0013998	ELIGIBLE	KB_CATEGORY_MENDELIAN
MELAS_Syndrome	MONDO:0010789	ELIGIBLE	KB_CATEGORY_MENDELIAN
MEND_Syndrome	MONDO:0010498	ELIGIBLE	KB_CATEGORY_MENDELIAN
MEPAN_Syndrome	MONDO:0015003	ELIGIBLE	KB_CATEGORY_MENDELIAN
MERRF_Syndrome	MONDO:0010790	ELIGIBLE	KB_CATEGORY_MENDELIAN
MERTK-Related_Retinopathy	MONDO:0800394	ELIGIBLE	KB_CATEGORY_MENDELIAN
MGAT2-congenital_disorder_of_glycosylation	MONDO:0008908	ELIGIBLE	KB_CATEGORY_MENDELIAN
MHC_Class_II_Deficiency	MONDO:0008855	ELIGIBLE	KB_CATEGORY_MENDELIAN
MICPCH_Syndrome	MONDO:0010417	ELIGIBLE	KB_CATEGORY_MENDELIAN
MMACHC-related_Methylmalonic_Aciduria_and_Homocystinuria_cblC_Type	MONDO:0010184	ELIGIBLE	KB_CATEGORY_MENDELIAN
MMADHC-related_Disorder_of_Cobalamin_Metabolism_cblD_Type	MONDO:0700297	ELIGIBLE	KB_CATEGORY_MENDELIAN
MPDU1-congenital_disorder_of_glycosylation	MONDO:0012211	ELIGIBLE	KB_CATEGORY_MENDELIAN
MPI-Congenital_Disorder_of_Glycosylation	MONDO:0011257	ELIGIBLE	KB_CATEGORY_MENDELIAN
MSMO1_Deficiency	MONDO:0014793	ELIGIBLE	KB_CATEGORY_MENDELIAN
MSTO1-Related_Mitochondrial_Myopathy	MONDO:0044714	ELIGIBLE	KB_CATEGORY_MENDELIAN
MT-ATP6_MT-ATP8-Related_Infantile_Hypertrophic_Cardiomyopathy	MONDO:0010777	ELIGIBLE	KB_CATEGORY_MENDELIAN
MTHFD1_Deficiency	MONDO:0060611	ELIGIBLE	KB_CATEGORY_MENDELIAN
MTO1_Deficiency	MONDO:0013865	ELIGIBLE	KB_CATEGORY_MENDELIAN
MUTYH-Associated_Polyposis	MONDO:0012041	ELIGIBLE	KB_CATEGORY_MENDELIAN
MYO6_Hearing_Loss	MONDO:0019497	ELIGIBLE	KB_CATEGORY_MENDELIAN
Mabry_Syndrome	MONDO:0016596	ELIGIBLE	KB_CATEGORY_MENDELIAN
Machado_Joseph_Disease	MONDO:0007182	ELIGIBLE	KB_CATEGORY_MENDELIAN
Malan_Syndrome	MONDO:0013885	ELIGIBLE	KB_CATEGORY_MENDELIAN
Mandibulofacial_Dysostosis_With_Alopecia	MONDO:0014608	ELIGIBLE	KB_CATEGORY_MENDELIAN
Mandibulofacial_Dysostosis_with_Microcephaly	MONDO:0012516	ELIGIBLE	KB_CATEGORY_MENDELIAN
Marden-Walker_Syndrome	MONDO:0009564	ELIGIBLE	KB_CATEGORY_MENDELIAN
Marfanoid_Progeroid_Lipodystrophy_Syndrome	MONDO:0014831	ELIGIBLE	KB_CATEGORY_MENDELIAN
Marinesco-Sjogren_Syndrome	MONDO:0009567	ELIGIBLE	KB_CATEGORY_MENDELIAN
Maroteaux-Lamy_syndrome	MONDO:0009661	ELIGIBLE	KB_CATEGORY_MENDELIAN
Marshall-Smith_Syndrome	MONDO:0011244	ELIGIBLE	KB_CATEGORY_MENDELIAN
McKusick-Kaufman_Syndrome	MONDO:0009367	ELIGIBLE	KB_CATEGORY_MENDELIAN
McLeod_Neuroacanthocytosis_Syndrome	MONDO:0018945	ELIGIBLE	KB_CATEGORY_MENDELIAN
Meacham_syndrome	MONDO:0012164	ELIGIBLE	KB_CATEGORY_MENDELIAN
Meester-Loeys_Syndrome	MONDO:0010515	ELIGIBLE	KB_CATEGORY_MENDELIAN
Meier-Gorlin_Syndrome	MONDO:0016817	ELIGIBLE	KB_CATEGORY_MENDELIAN
Mendelian_Susceptibility_To_Mycobacterial_Diseases_Due_To_Complete_IL12B_Deficiency	MONDO:0013954	ELIGIBLE	KB_CATEGORY_MENDELIAN
Mendelian_Susceptibility_To_Mycobacterial_Diseases_Due_To_Partial_IRF8_Deficiency	MONDO:0013957	ELIGIBLE	KB_CATEGORY_MENDELIAN
Mesomelia-Synostoses_Syndrome	MONDO:0010881	ELIGIBLE	KB_CATEGORY_MENDELIAN
Mesomelic_Dysplasia_Kantaputra_Type	MONDO:0007977	ELIGIBLE	KB_CATEGORY_MENDELIAN
Mesomelic_Dysplasia_Savarirayan_Type	MONDO:0011530	ELIGIBLE	KB_CATEGORY_MENDELIAN
Metaphyseal_Anadysplasia	MONDO:0015177	ELIGIBLE	KB_CATEGORY_MENDELIAN
Metaphyseal_Chondrodysplasia_Jansen_Type	MONDO:0007982	ELIGIBLE	KB_CATEGORY_MENDELIAN
Metaphyseal_Chondrodysplasia_Schmid_Type	MONDO:0007983	ELIGIBLE	KB_CATEGORY_MENDELIAN
Metaphyseal_Dysplasia_Spahr_Type	MONDO:0009597	ELIGIBLE	KB_CATEGORY_MENDELIAN
Metaphyseal_Dysplasia_with_Maxillary_Hypoplasia_and_Brachydactyly	MONDO:0007984	ELIGIBLE	KB_CATEGORY_MENDELIAN
Metatropic_Dysplasia	MONDO:0007986	ELIGIBLE	KB_CATEGORY_MENDELIAN
Methylcobalamin_Deficiency_Type_cblE	MONDO:0009354	ELIGIBLE	KB_CATEGORY_MENDELIAN
Methylcobalamin_Deficiency_Type_cblG	MONDO:0009609	ELIGIBLE	KB_CATEGORY_MENDELIAN
Methylmalonate_Semialdehyde_Dehydrogenase_Deficiency	MONDO:0013579	ELIGIBLE	KB_CATEGORY_MENDELIAN
Methylmalonic_Acidemia	MONDO:0002012	ELIGIBLE	KB_CATEGORY_MENDELIAN
Methylmalonic_Acidemia_With_Homocystinuria_Type_cblJ	MONDO:0013925	ELIGIBLE	KB_CATEGORY_MENDELIAN
Methylmalonic_Aciduria_and_Homocystinuria_cblL_Type	MONDO:0975798	ELIGIBLE	KB_CATEGORY_MENDELIAN
Methylmalonic_Aciduria_cblA_Type	MONDO:0009613	ELIGIBLE	KB_CATEGORY_MENDELIAN
Mevalonate_Kinase_Deficiency	MONDO:0017708	ELIGIBLE	KB_CATEGORY_MENDELIAN
Microcephalic_Osteodysplastic_Primordial_Dwarfism_Type_I	MONDO:0008871	ELIGIBLE	KB_CATEGORY_MENDELIAN
Microcephalic_Osteodysplastic_Primordial_Dwarfism_Type_II	MONDO:0008872	ELIGIBLE	KB_CATEGORY_MENDELIAN
Microcephaly-Capillary_Malformation_Syndrome	MONDO:0013659	ELIGIBLE	KB_CATEGORY_MENDELIAN
Microcephaly_Short_Stature_and_Impaired_Glucose_Metabolism_1	MONDO:0000208	ELIGIBLE	KB_CATEGORY_MENDELIAN
Microcephaly_Short_Stature_and_Impaired_Glucose_Metabolism_2	MONDO:0014785	ELIGIBLE	KB_CATEGORY_MENDELIAN
Microcytic_Anemia_With_Liver_Iron_Overload	MONDO:0008787	ELIGIBLE	KB_CATEGORY_MENDELIAN
Microphthalmia_with_Coloboma	MONDO:0000170	ELIGIBLE	KB_CATEGORY_MENDELIAN
Microvillus_Inclusion_Disease	MONDO:0009635	ELIGIBLE	KB_CATEGORY_MENDELIAN
Miller-Dieker_Lissencephaly_Syndrome	MONDO:0009532	ELIGIBLE	KB_CATEGORY_MENDELIAN
Mitochondrial_Complex_II_Deficiency_Nuclear_Type_1	MONDO:0100294	ELIGIBLE	KB_CATEGORY_MENDELIAN
Mitochondrial_Complex_I_Deficiency_Nuclear_Type_1	MONDO:0100224	ELIGIBLE	KB_CATEGORY_MENDELIAN
Mitochondrial_Complex_I_Deficiency_Nuclear_Type_12	MONDO:0026720	ELIGIBLE	KB_CATEGORY_MENDELIAN
Mitochondrial_Complex_I_Deficiency_Nuclear_Type_14	MONDO:0032619	ELIGIBLE	KB_CATEGORY_MENDELIAN
