cluster,manual_annotation,intracluster_corr,cluster_size,cluster_gene_size,cluster_member,rest_count,stim8hr_count,stim48hr_count,cluster_member_with_condition,complex_corum,overlap_genes_corum,overlap_fraction_corum,raw_p_value_corum,complex_size_corum,overlap_size_corum,cluster_size_corum,fdr_corum,complex_stringdb,overlap_genes_stringdb,overlap_fraction_stringdb,raw_p_value_stringdb,complex_size_stringdb,overlap_size_stringdb,cluster_size_stringdb,fdr_stringdb,best_described_by,complex_kegg,overlap_genes_kegg,overlap_fraction_kegg,raw_p_value_kegg,complex_size_kegg,overlap_size_kegg,cluster_size_kegg,fdr_kegg,complex_reactome,overlap_genes_reactome,overlap_fraction_reactome,raw_p_value_reactome,complex_size_reactome,overlap_size_reactome,cluster_size_reactome,fdr_reactome,corr_rest,corr_stim8hr,corr_stim48hr,corr_shared,condition_specificity
57,unknown,0.23287042,4,4,"['MIGA2', 'MRPL19', 'MRPL32', 'SLC5A3']",0,0,4,"['MIGA2_Stim48hr', 'MRPL19_Stim48hr', 'MRPL32_Stim48hr', 'SLC5A3_Stim48hr']","39S ribosomal subunit, mitochondrial","['MRPL19', 'MRPL32']",0.5,0.003786644,48,2,4,1,CL:573,"['MRPL19', 'MRPL32']",0.5,0.000718899,21,2,4,1,"Organellar large ribosomal subunit, and Organellar small ribosomal subunit",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,4,1,REACTOME_MITOCHONDRIAL_TRANSLATION,"['MRPL19', 'MRPL32']",0.5,0.014777897,96,2,4,1,0.07920654,0.062758499,0.310493894,0.050583446,Stim48hr
58,ribosomal and mitochrondrial function,0.376866249,174,174,"['TFAM', 'SCO1', 'PRORP', 'NDUFA6', 'NDUFS8', 'MITD1', 'MRPS5', 'PDSS1', 'PMVK', 'HCCS', 'MRPL52', 'FAM161B', 'COX6C', 'MRPS34', 'MTIF2', 'GATB', 'PNPT1', 'MRPS16', 'MRPS24', 'CYB5RL', 'NDUFA8', 'MRPS18B', 'MRPL9', 'HSD17B10', 'AIFM1', 'MRPL43', 'ATP5MF', 'MRPS21', 'SARS2', 'MRPS11', 'COA3', 'COX17', 'POLG', 'GADD45GIP1', 'COX7C', 'COX11', 'SCO2', 'MRPS25', 'COA5', 'MRPL42', 'KAT14', 'MRPL46', 'OAZ3', 'STARD7', 'RNASEH1', 'ZNF142', 'COA7', 'COX19', 'SLC25A51', 'VARS2', 'RTN4IP1', 'MRPL45', 'PLEKHG1', 'MICOS13', 'COQ6', 'RPUSD3', 'MRPL58', 'USP4', 'GRSF1', 'COX18', 'UQCRB', 'MRPS22', 'COX15', 'NDUFA9', 'CARS2', 'FAM118B', 'MRPL37', 'NDUFAF3', 'SLC31A1', 'MRPL50', 'MRPS14', 'CRLS1', 'NSUN4', 'TSFM', 'RCC1L', 'ATP5MF-PTCD1', 'TWNK', 'NOA1', 'PTCD2', 'SSBP1', 'MRPS12', 'RBM18', 'MTERF3', 'ATP5PF', 'STXBP4', 'MRPS23', 'MRPL3', 'TIMMDC1', 'TUFM', 'MRPL11', 'ATP5PO', 'SLC25A26', 'CYC1', 'NDUFB4', 'ACAD9', 'MRPL49', 'POLRMT', 'NDUFB6', 'MRPL2', 'NDUFC1', 'NGRN', 'HEXIM1', 'WARS2', 'NDUFS2', 'C2orf15', 'MRPS10', 'PARS2', 'MRPS9', 'ECSIT', 'MRPS15', 'COX4I1', 'MRPL17', 'NARS2', 'ATP5F1A', 'ATP5F1E', 'ADPRM', 'MRPL16', 'RBM10', 'LARS2', 'MIPEP', 'MRRF', 'TRUB2', 'MCAT', 'EARS2', 'PTDSS1', 'GAS2L1', 'ATPAF2', 'DHX30', 'FASTKD5', 'POLG2', 'TIMM8B', 'ATP5ME', 'NDUFB11', 'MRPL33', 'MRPL18', 'QRSL1', 'MRPS26', 'TEFM', 'BCS1L', 'NFU1', 'IBA57', 'MRPL39', 'NUBPL', 'MRPS31', 'ATAD3A', 'LRPPRC', 'RBFA', 'TARS2', 'NPC2', 'MRPS35', 'NDUFB9', 'MRPL21', 'RMDN3', 'PITRM1', 'NDUFS5', 'SLC25A10', 'UQCRQ', 'TRMT10C', 'GTPBP10', 'HMBS', 'OXA1L', 'MTPAP', 'MRPS7', 'ISCA2', 'MRPS2', 'MRPL34', 'TFB1M', 'FARS2', 'MTG1', 'NDUFB2', 'COQ3', 'PDSS2', 'MRPS17', 'LIG3']",0,0,174,"['TFAM_Stim48hr', 'SCO1_Stim48hr', 'PRORP_Stim48hr', 'NDUFA6_Stim48hr', 'NDUFS8_Stim48hr', 'MITD1_Stim48hr', 'MRPS5_Stim48hr', 'PDSS1_Stim48hr', 'PMVK_Stim48hr', 'HCCS_Stim48hr', 'MRPL52_Stim48hr', 'FAM161B_Stim48hr', 'COX6C_Stim48hr', 'MRPS34_Stim48hr', 'MTIF2_Stim48hr', 'GATB_Stim48hr', 'PNPT1_Stim48hr', 'MRPS16_Stim48hr', 'MRPS24_Stim48hr', 'CYB5RL_Stim48hr', 'NDUFA8_Stim48hr', 'MRPS18B_Stim48hr', 'MRPL9_Stim48hr', 'HSD17B10_Stim48hr', 'AIFM1_Stim48hr', 'MRPL43_Stim48hr', 'ATP5MF_Stim48hr', 'MRPS21_Stim48hr', 'SARS2_Stim48hr', 'MRPS11_Stim48hr', 'COA3_Stim48hr', 'COX17_Stim48hr', 'POLG_Stim48hr', 'GADD45GIP1_Stim48hr', 'COX7C_Stim48hr', 'COX11_Stim48hr', 'SCO2_Stim48hr', 'MRPS25_Stim48hr', 'COA5_Stim48hr', 'MRPL42_Stim48hr', 'KAT14_Stim48hr', 'MRPL46_Stim48hr', 'OAZ3_Stim48hr', 'STARD7_Stim48hr', 'RNASEH1_Stim48hr', 'ZNF142_Stim48hr', 'COA7_Stim48hr', 'COX19_Stim48hr', 'SLC25A51_Stim48hr', 'VARS2_Stim48hr', 'RTN4IP1_Stim48hr', 'MRPL45_Stim48hr', 'PLEKHG1_Stim48hr', 'MICOS13_Stim48hr', 'COQ6_Stim48hr', 'RPUSD3_Stim48hr', 'MRPL58_Stim48hr', 'USP4_Stim48hr', 'GRSF1_Stim48hr', 'COX18_Stim48hr', 'UQCRB_Stim48hr', 'MRPS22_Stim48hr', 'COX15_Stim48hr', 'NDUFA9_Stim48hr', 'CARS2_Stim48hr', 'FAM118B_Stim48hr', 'MRPL37_Stim48hr', 'NDUFAF3_Stim48hr', 'SLC31A1_Stim48hr', 'MRPL50_Stim48hr', 'MRPS14_Stim48hr', 'CRLS1_Stim48hr', 'NSUN4_Stim48hr', 'TSFM_Stim48hr', 'RCC1L_Stim48hr', 'ATP5MF-PTCD1_Stim48hr', 'TWNK_Stim48hr', 'NOA1_Stim48hr', 'PTCD2_Stim48hr', 'SSBP1_Stim48hr', 'MRPS12_Stim48hr', 'RBM18_Stim48hr', 'MTERF3_Stim48hr', 'ATP5PF_Stim48hr', 'STXBP4_Stim48hr', 'MRPS23_Stim48hr', 'MRPL3_Stim48hr', 'TIMMDC1_Stim48hr', 'TUFM_Stim48hr', 'MRPL11_Stim48hr', 'ATP5PO_Stim48hr', 'SLC25A26_Stim48hr', 'CYC1_Stim48hr', 'NDUFB4_Stim48hr', 'ACAD9_Stim48hr', 'MRPL49_Stim48hr', 'POLRMT_Stim48hr', 'NDUFB6_Stim48hr', 'MRPL2_Stim48hr', 'NDUFC1_Stim48hr', 'NGRN_Stim48hr', 'HEXIM1_Stim48hr', 'WARS2_Stim48hr', 'NDUFS2_Stim48hr', 'C2orf15_Stim48hr', 'MRPS10_Stim48hr', 'PARS2_Stim48hr', 'MRPS9_Stim48hr', 'ECSIT_Stim48hr', 'MRPS15_Stim48hr', 'COX4I1_Stim48hr', 'MRPL17_Stim48hr', 'NARS2_Stim48hr', 'ATP5F1A_Stim48hr', 'ATP5F1E_Stim48hr', 'ADPRM_Stim48hr', 'MRPL16_Stim48hr', 'RBM10_Stim48hr', 'LARS2_Stim48hr', 'MIPEP_Stim48hr', 'MRRF_Stim48hr', 'TRUB2_Stim48hr', 'MCAT_Stim48hr', 'EARS2_Stim48hr', 'PTDSS1_Stim48hr', 'GAS2L1_Stim48hr', 'ATPAF2_Stim48hr', 'DHX30_Stim48hr', 'FASTKD5_Stim48hr', 'POLG2_Stim48hr', 'TIMM8B_Stim48hr', 'ATP5ME_Stim48hr', 'NDUFB11_Stim48hr', 'MRPL33_Stim48hr', 'MRPL18_Stim48hr', 'QRSL1_Stim48hr', 'MRPS26_Stim48hr', 'TEFM_Stim48hr', 'BCS1L_Stim48hr', 'NFU1_Stim48hr', 'IBA57_Stim48hr', 'MRPL39_Stim48hr', 'NUBPL_Stim48hr', 'MRPS31_Stim48hr', 'ATAD3A_Stim48hr', 'LRPPRC_Stim48hr', 'RBFA_Stim48hr', 'TARS2_Stim48hr', 'NPC2_Stim48hr', 'MRPS35_Stim48hr', 'NDUFB9_Stim48hr', 'MRPL21_Stim48hr', 'RMDN3_Stim48hr', 'PITRM1_Stim48hr', 'NDUFS5_Stim48hr', 'SLC25A10_Stim48hr', 'UQCRQ_Stim48hr', 'TRMT10C_Stim48hr', 'GTPBP10_Stim48hr', 'HMBS_Stim48hr', 'OXA1L_Stim48hr', 'MTPAP_Stim48hr', 'MRPS7_Stim48hr', 'ISCA2_Stim48hr', 'MRPS2_Stim48hr', 'MRPL34_Stim48hr', 'TFB1M_Stim48hr', 'FARS2_Stim48hr', 'MTG1_Stim48hr', 'NDUFB2_Stim48hr', 'COQ3_Stim48hr', 'PDSS2_Stim48hr', 'MRPS17_Stim48hr', 'LIG3_Stim48hr']","55S ribosome, mitochondrial","['MRPS11', 'MRPL2', 'MRPL46', 'MRPS9', 'MRPS2', 'MRPL34', 'MRPS34', 'MRPS15', 'MRPL43', 'MRPS31', 'MRPL33', 'MRPS26', 'MRPS18B', 'MRPS24', 'MRPL21', 'MRPS22', 'MRPL50', 'MRPL9', 'MRPS16', 'MRPL18', 'MRPL39', 'MRPL37', 'MRPS21', 'MRPS7', 'MRPL17', 'MRPL11', 'MRPL49', 'MRPL16', 'MRPS17', 'MRPL45', 'MRPS23', 'MRPS25', 'MRPS10', 'MRPL52', 'MRPL42', 'MRPS5', 'MRPS35', 'MRPS14', 'MRPL3', 'MRPS12']",0.229885057,1.24E-22,78,40,174,7.44E-17,CL:558,"['MRPS11', 'MTIF2', 'MRPL2', 'MRPL46', 'MRPS9', 'MRPS2', 'RBFA', 'MRPL34', 'MRPS34', 'MRPS15', 'MRPL43', 'MRPS31', 'TFB1M', 'NOA1', 'MRPL33', 'MRPS26', 'MRPS18B', 'MRPS24', 'MRPL21', 'GADD45GIP1', 'MRPS22', 'MRPL50', 'MRPL9', 'MRPS16', 'MRPL58', 'MRPL18', 'MRPL39', 'MRPL37', 'NGRN', 'MRPS21', 'MRPS7', 'MRPL17', 'MRPL11', 'MRPL49', 'MRPL16', 'TRUB2', 'RCC1L', 'MRPS17', 'MRPL45', 'MRPS23', 'GTPBP10', 'MRPS25', 'MRPS10', 'MRPL52', 'MTG1', 'MRPL42', 'OXA1L', 'MRPS5', 'MRRF', 'MRPS35', 'MRPS14', 'MRPL3', 'NSUN4', 'MRPS12']",0.310344828,2.22E-28,115,54,174,1.15E-22,"Organellar ribosome, and Regulation of mitochondrial gene expression",KEGG_OXIDATIVE_PHOSPHORYLATION,"['ATP5ME', 'COX11', 'ATP5F1E', 'NDUFC1', 'COX6C', 'NDUFS8', 'COX17', 'ATP5F1A', 'COX4I1', 'ATP5PF', 'NDUFB9', 'UQCRB', 'NDUFA8', 'NDUFB2', 'NDUFA6', 'NDUFS2', 'NDUFB4', 'ATP5PO', 'COX7C', 'NDUFS5', 'COX15', 'NDUFA9', 'UQCRQ', 'ATP5MF', 'CYC1', 'NDUFB6']",0.149425287,0.000128534,133,26,174,0.326797955,REACTOME_MITOCHONDRIAL_TRANSLATION,"['MRPS11', 'MTIF2', 'MRPL2', 'MRPL46', 'MRPS9', 'MRPS2', 'MRPL34', 'MRPS34', 'MRPS15', 'MRPL43', 'MRPS31', 'MRPL33', 'MRPS26', 'MRPS18B', 'MRPS24', 'MRPL21', 'GADD45GIP1', 'MRPS22', 'MRPL50', 'MRPL9', 'MRPL58', 'MRPS16', 'MRPL18', 'MRPL37', 'MRPL39', 'MRPS21', 'MRPS7', 'MRPL17', 'MRPL11', 'MRPL49', 'MRPL16', 'MRPS17', 'MRPL45', 'MRPS23', 'TSFM', 'MRPS25', 'MRPS10', 'MRPL52', 'MRPL42', 'OXA1L', 'MRPS5', 'TUFM', 'MRRF', 'MRPS35', 'MRPS14', 'MRPL3', 'MRPS12']",0.270114943,1.53E-25,96,47,174,2.95E-20,0.183288003,0.187564498,0.379044667,0.098190381,across_condition
59,unknown,0.141612779,15,9,"['WAC', 'ZBTB14', 'TARDBP', 'RNF20', 'HNRNPM', 'HDAC7', 'IRF2BP1', 'PCYT2', 'SZRD1']",5,7,3,"['WAC_Rest', 'WAC_Stim8hr', 'ZBTB14_Stim8hr', 'TARDBP_Stim8hr', 'RNF20_Stim8hr', 'RNF20_Stim48hr', 'TARDBP_Rest', 'HNRNPM_Stim8hr', 'WAC_Stim48hr', 'HDAC7_Rest', 'IRF2BP1_Stim48hr', 'RNF20_Rest', 'PCYT2_Rest', 'IRF2BP1_Stim8hr', 'SZRD1_Stim8hr']",Large Drosha complex,"['TARDBP', 'HNRNPM']",0.222222222,0.003781118,20,2,9,1,CL:3936,"['WAC', 'RNF20']",0.222222222,0.000206663,5,2,9,0.493586044,"Histone H2B conserved C-terminal lysine ubiquitination, and HULC complex",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,9,1,REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,"['WAC', 'RNF20']",0.222222222,0.030859978,59,2,9,1,0.121364227,0.101895297,0.121308188,0.071749672,across_condition
60,unknown,0.349609968,50,50,"['SLC5A6', 'PTPN1', 'RAD54L2', 'CLCC1', 'ITM2A', 'GALK2', 'ENDOG', 'TIMM10', 'PARP14', 'STOM', 'NCAPG2', 'ATF7IP2', 'PAK1', 'MMP9', 'AP1S2', 'TENT2', 'ULK4', 'ATL1', 'RWDD2B', 'DIS3L2', 'POLR2K', 'CRTAP', 'HLA-DOA', 'SLC17A5', 'NFKBID', 'EDC3', 'TIA1', 'PCSK5', 'GPR15', 'EIF1AX', 'PPDPF', 'NFKBIL1', 'ANKAR', 'PRAM1', 'BCL11B', 'TESPA1', 'DET1', 'LRP2BP', 'NPHP4', 'SPTBN1', 'KRCC1', 'MAP3K1', 'CRYZL1', 'ATG12', 'EGR3', 'GZMB', 'HDAC1', 'CCDC138', 'MTMR3', 'SCRN3']",0,50,0,"['SLC5A6_Stim8hr', 'PTPN1_Stim8hr', 'RAD54L2_Stim8hr', 'CLCC1_Stim8hr', 'ITM2A_Stim8hr', 'GALK2_Stim8hr', 'ENDOG_Stim8hr', 'TIMM10_Stim8hr', 'PARP14_Stim8hr', 'STOM_Stim8hr', 'NCAPG2_Stim8hr', 'ATF7IP2_Stim8hr', 'PAK1_Stim8hr', 'MMP9_Stim8hr', 'AP1S2_Stim8hr', 'TENT2_Stim8hr', 'ULK4_Stim8hr', 'ATL1_Stim8hr', 'RWDD2B_Stim8hr', 'DIS3L2_Stim8hr', 'POLR2K_Stim8hr', 'CRTAP_Stim8hr', 'HLA-DOA_Stim8hr', 'SLC17A5_Stim8hr', 'NFKBID_Stim8hr', 'EDC3_Stim8hr', 'TIA1_Stim8hr', 'PCSK5_Stim8hr', 'GPR15_Stim8hr', 'EIF1AX_Stim8hr', 'PPDPF_Stim8hr', 'NFKBIL1_Stim8hr', 'ANKAR_Stim8hr', 'PRAM1_Stim8hr', 'BCL11B_Stim8hr', 'TESPA1_Stim8hr', 'DET1_Stim8hr', 'LRP2BP_Stim8hr', 'NPHP4_Stim8hr', 'SPTBN1_Stim8hr', 'KRCC1_Stim8hr', 'MAP3K1_Stim8hr', 'CRYZL1_Stim8hr', 'ATG12_Stim8hr', 'EGR3_Stim8hr', 'GZMB_Stim8hr', 'HDAC1_Stim8hr', 'CCDC138_Stim8hr', 'MTMR3_Stim8hr', 'SCRN3_Stim8hr']",BCL6-HDAC4 complex,[],0,1,2,0,50,1,CL:4409,"['DET1', 'TESPA1']",0.04,0.3025505,41,2,50,1,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome",KEGG_ALLOGRAFT_REJECTION,"['GZMB', 'HLA-DOA']",0.04,0.262079903,37,2,50,1,REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS,"['PTPN1', 'HDAC1']",0.04,0.082419368,18,2,50,1,0.245228771,0.356744865,0.095396082,0.0602408,Rest_Stim8hr
61,unknown,0.323102294,19,19,"['FHL1', 'UBXN1', 'CCDC12', 'H2BC10', 'DRAP1', 'KRBA2', 'SIRT7', 'ZNF154', 'WDR54', 'ZMAT1', 'FBXL15', 'PCBP2', 'DEFA6', 'RHOF', 'HSDL2', 'DNAH3', 'DCAKD', 'FBXL3', 'KPNA1']",0,19,0,"['FHL1_Stim8hr', 'UBXN1_Stim8hr', 'CCDC12_Stim8hr', 'H2BC10_Stim8hr', 'DRAP1_Stim8hr', 'KRBA2_Stim8hr', 'SIRT7_Stim8hr', 'ZNF154_Stim8hr', 'WDR54_Stim8hr', 'ZMAT1_Stim8hr', 'FBXL15_Stim8hr', 'PCBP2_Stim8hr', 'DEFA6_Stim8hr', 'RHOF_Stim8hr', 'HSDL2_Stim8hr', 'DNAH3_Stim8hr', 'DCAKD_Stim8hr', 'FBXL3_Stim8hr', 'KPNA1_Stim8hr']",BCL6-HDAC4 complex,[],0,1,2,0,19,1,CL:4318,"['FBXL15', 'UBXN1']",0.105263158,0.584036176,187,2,19,1,"cullin-RING ubiquitin ligase complex, and Protein neddylation",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,19,1,REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION,"['KPNA1', 'H2BC10']",0.105263158,0.151270513,68,2,19,1,0.304706678,0.341052421,0.196970084,0.130698331,across_condition
62,unknown,0.370397895,4,4,"['PRKAR1A', 'KPNA1', 'SIK3', 'STK11']",4,0,0,"['PRKAR1A_Rest', 'KPNA1_Rest', 'SIK3_Rest', 'STK11_Rest']",BCL6-HDAC4 complex,[],0,1,2,0,4,1,CL:39184,[],0,1,7,0,4,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,4,1,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,"['STK11', 'PRKAR1A']",0.5,0.018559411,108,2,4,1,0.49386386,0.394856812,0.290318003,0.231727446,across_condition
63,unknown,0.235709735,7,7,"['NAA30', 'ATAD5', 'IST1', 'RPUSD1', 'CCND3', 'PPIL1', 'NEIL1']",0,0,7,"['NAA30_Stim48hr', 'ATAD5_Stim48hr', 'IST1_Stim48hr', 'RPUSD1_Stim48hr', 'CCND3_Stim48hr', 'PPIL1_Stim48hr', 'NEIL1_Stim48hr']",BCL6-HDAC4 complex,[],0,1,2,0,7,1,CL:39184,[],0,1,7,0,7,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,7,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,7,1,0.20668499,0.229067313,0.274994691,0.146566533,across_condition
64,unknown,0.120660003,17,17,"['NAF1', 'DDX31', 'ZNF829', 'IPO9', 'PPCS', 'SLC35B1', 'SSB', 'TXNL4B', 'ERCC6L', 'DHX9', 'RTRAF', 'NFE2L1', 'PRPF38B', 'ZFYVE21', 'VPS45', 'SNUPN', 'PGK1']",0,0,17,"['NAF1_Stim48hr', 'DDX31_Stim48hr', 'ZNF829_Stim48hr', 'IPO9_Stim48hr', 'PPCS_Stim48hr', 'SLC35B1_Stim48hr', 'SSB_Stim48hr', 'TXNL4B_Stim48hr', 'ERCC6L_Stim48hr', 'DHX9_Stim48hr', 'RTRAF_Stim48hr', 'NFE2L1_Stim48hr', 'PRPF38B_Stim48hr', 'ZFYVE21_Stim48hr', 'VPS45_Stim48hr', 'SNUPN_Stim48hr', 'PGK1_Stim48hr']",BCL6-HDAC4 complex,[],0,1,2,0,17,1,CL:2707,"['SNUPN', 'IPO9']",0.117647059,0.020852663,25,2,17,1,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,17,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,17,1,0.106869146,0.092900217,0.128201253,0.060516095,across_condition
65,EHMT1/EHMT2 complex,0.35643976,4,4,"['EHMT2', 'ZNF644', 'EHMT1', 'WIZ']",0,0,4,"['EHMT2_Stim48hr', 'ZNF644_Stim48hr', 'EHMT1_Stim48hr', 'WIZ_Stim48hr']",CDYL-complex,"['EHMT2', 'EHMT1', 'WIZ']",0.75,3.13E-07,9,3,4,0.004268127,CL:5448,"['EHMT2', 'EHMT1', 'WIZ', 'ZNF644']",1,1.01E-11,5,4,4,1.79E-07,"Histone-lysine N-methyltransferase EHMT1/EHMT2, and crotonyl-CoA hydratase activity",KEGG_LYSINE_DEGRADATION,"['EHMT2', 'EHMT1']",0.5,0.003184937,44,2,4,1,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION,"['EHMT2', 'EHMT1']",0.5,0.000586235,19,2,4,1,0.48498986,0.502735156,0.475253014,0.308024033,across_condition
66,EHMT1/EHMT2 complex,0.387326401,7,4,"['EHMT2', 'WIZ', 'EHMT1', 'ZNF644']",3,4,0,"['EHMT2_Stim8hr', 'WIZ_Stim8hr', 'WIZ_Rest', 'EHMT1_Rest', 'EHMT2_Rest', 'EHMT1_Stim8hr', 'ZNF644_Stim8hr']",CDYL-complex,"['EHMT2', 'WIZ', 'EHMT1']",0.75,3.13E-07,9,3,4,0.004268127,CL:5448,"['EHMT1', 'EHMT2', 'WIZ', 'ZNF644']",1,1.01E-11,5,4,4,1.79E-07,"Histone-lysine N-methyltransferase EHMT1/EHMT2, and crotonyl-CoA hydratase activity",KEGG_LYSINE_DEGRADATION,"['EHMT2', 'EHMT1']",0.5,0.003184937,44,2,4,1,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION,"['EHMT2', 'EHMT1']",0.5,0.000586235,19,2,4,1,0.48498986,0.502735156,0.475253014,0.308024033,across_condition
67,unknown,0.177928008,6,6,"['SKIC3', 'TXNDC9', 'POLR3H', 'ARSK', 'AVEN', 'C1S']",0,6,0,"['SKIC3_Stim8hr', 'TXNDC9_Stim8hr', 'POLR3H_Stim8hr', 'ARSK_Stim8hr', 'AVEN_Stim8hr', 'C1S_Stim8hr']",BCL6-HDAC4 complex,[],0,1,2,0,6,1,CL:39184,[],0,1,7,0,6,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,6,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,6,1,0.077986698,0.213513609,0.039737396,0.046662804,Stim8hr
68,tRNA processing,0.310515931,22,22,"['FAM98B', 'SSB', 'MARS1', 'RTRAF', 'SLC38A6', 'WARS1', 'ALDH18A1', 'LAGE3', 'ADAT2', 'OXA1L', 'GFER', 'EIF1', 'ADAT3', 'TSEN2', 'THG1L', 'DDX1', 'SLC7A11', 'TRMT61A', 'ZNF703', 'METTL1', 'APEX1', 'TRMT6']",0,22,0,"['FAM98B_Stim8hr', 'SSB_Stim8hr', 'MARS1_Stim8hr', 'RTRAF_Stim8hr', 'SLC38A6_Stim8hr', 'WARS1_Stim8hr', 'ALDH18A1_Stim8hr', 'LAGE3_Stim8hr', 'ADAT2_Stim8hr', 'OXA1L_Stim8hr', 'GFER_Stim8hr', 'EIF1_Stim8hr', 'ADAT3_Stim8hr', 'TSEN2_Stim8hr', 'THG1L_Stim8hr', 'DDX1_Stim8hr', 'SLC7A11_Stim8hr', 'TRMT61A_Stim8hr', 'ZNF703_Stim8hr', 'METTL1_Stim8hr', 'APEX1_Stim8hr', 'TRMT6_Stim8hr']",tRNA Splicing Ligase Complex,"['DDX1', 'RTRAF', 'FAM98B']",0.136363636,1.42E-05,5,3,22,0.095465051,CL:1270,"['METTL1', 'ADAT3', 'ADAT2', 'TRMT61A', 'TRMT6']",0.227272727,6.50E-06,25,5,22,0.026262065,"tRNA methylation, and MafB19-like deaminase",KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,"['MARS1', 'WARS1']",0.090909091,0.082970297,41,2,22,1,REACTOME_TRNA_PROCESSING,"['METTL1', 'LAGE3', 'DDX1', 'FAM98B', 'ADAT3', 'ADAT2', 'TRMT61A', 'THG1L', 'TSEN2', 'RTRAF', 'TRMT6']",0.5,9.38E-09,112,11,22,9.04E-05,0.200852451,0.325302404,0.132016089,0.111923989,across_condition
69,unknown,0.079891459,9,7,"['KEAP1', 'CREB1', 'PCBP1', 'DHX9', 'MYO18A', 'IPO9', 'TIMM9']",7,1,1,"['KEAP1_Rest', 'CREB1_Stim8hr', 'CREB1_Stim48hr', 'PCBP1_Rest', 'DHX9_Rest', 'MYO18A_Rest', 'IPO9_Rest', 'TIMM9_Rest', 'CREB1_Rest']","Spliceosome, A complex","['PCBP1', 'DHX9']",0.285714286,0.061855677,112,2,7,1,CL:2330,"['PCBP1', 'DHX9']",0.285714286,0.02254878,65,2,7,1,"mRNA processing, and K Homology domain, type 1",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,7,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,7,1,0.075905859,0.062400265,0.037098317,0.035659291,across_condition
70,CCR4-NOT and EIF3K,0.178357303,4,3,"['CNOT11', 'CNOT10', 'EIF3K']",2,2,0,"['CNOT11_Rest', 'CNOT11_Stim8hr', 'CNOT10_Stim8hr', 'EIF3K_Rest']",CCR4-NOT complex,"['CNOT11', 'CNOT10']",0.666666667,4.85E-05,8,2,3,0.264410959,CL:2932,"['CNOT11', 'CNOT10']",0.666666667,2.60E-05,6,2,3,0.084629659,CCR4-NOT complex,KEGG_ABC_TRANSPORTERS,[],0,1,44,0,3,1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN,"['CNOT11', 'CNOT10']",0.666666667,0.000361916,21,2,3,0.711515031,0.171488674,0.234974012,0.151214585,0.139422753,across_condition
71,XBP1/ERN1 and ZC3H12A,0.242382169,7,3,"['ERN1', 'ZC3H12A', 'XBP1']",2,3,2,"['ERN1_Stim48hr', 'ERN1_Rest', 'ZC3H12A_Stim8hr', 'ERN1_Stim8hr', 'XBP1_Rest', 'XBP1_Stim48hr', 'XBP1_Stim8hr']",BCL6-HDAC4 complex,[],0,1,2,0,3,1,CL:1545,"['ERN1', 'XBP1']",0.666666667,0.000294916,19,2,3,0.66578175,"Photodynamic therapy-induced unfolded protein response, and IRE1-TRAF2-ASK1 complex",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,3,1,REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,"['ERN1', 'XBP1']",0.666666667,0.002089056,50,2,3,1,0.09259844,0.141959764,0.130027221,0.145427479,across_condition
