cluster,disease,gene_set,odds_ratio,ci_low,ci_high,p_value,p_adj_fdr,cluster_size,in_cluster_in_disease,in_cluster_not_disease,not_cluster_in_disease,not_cluster_not_disease,intersecting_genes,negative_control_disease
98,type 1 diabetes mellitus,regulators,,,,1.0,1.0,7,,,,,[],False
98,ulcerative colitis,regulators,,,,1.0,1.0,7,,,,,[],False
46,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,6,,,,,[],False
94,type 1 diabetes mellitus,regulators,,,,1.0,1.0,6,,,,,[],False
94,ulcerative colitis,regulators,,,,1.0,1.0,6,,,,,[],False
83,Crohn's disease,regulators,,,,1.0,1.0,6,,,,,[],False
0,inflammatory bowel disease,downstream_Rest,0.5703388681074282,0.17926797310860434,1.3983328699679862,0.9300420085909685,1.0,100,5.0,95.0,236.0,2557.0,"['CDC73', 'CLYBL', 'KIF21B', 'MUC1', 'CARD6']",False
0,multiple sclerosis,downstream_Rest,0.6274019060308296,0.07375253325804984,2.3970430492737136,0.8264743256373261,1.0,100,2.0,98.0,88.0,2705.0,"['CLYBL', 'CARD11']",False
0,psoriasis,downstream_Rest,,,,1.0,1.0,100,,,,,[],False
0,rheumatoid arthritis,downstream_Rest,0.3804995778693634,0.07647296865991328,1.161761211075377,0.982237278632814,1.0,100,3.0,97.0,210.0,2583.0,"['KIF21B', 'NRDC', 'CA11']",False
0,systemic lupus erythematosus,downstream_Rest,0.24412972020273987,0.006064184851207997,1.4211687158685717,0.9820274411902141,1.0,100,1.0,99.0,111.0,2682.0,['CD44'],False
0,type 1 diabetes mellitus,downstream_Rest,0.3298838311025055,0.008170297219697817,1.9333331104189913,0.9501599760798765,1.0,100,1.0,99.0,83.0,2710.0,['CD44'],False
0,ulcerative colitis,downstream_Rest,0.42154059338864974,0.04979297509995607,1.5960318269198728,0.9470705082614483,1.0,100,2.0,98.0,129.0,2664.0,"['KIF21B', 'CDC73']",False
2,Crohn's disease,downstream_Rest,0.475333679302048,0.056076171518173734,1.8039567939591254,0.9196380201615375,1.0,100,2.0,98.0,115.0,2678.0,"['PTPN22', 'PDK1']",False
2,Hashimoto's thyroiditis,downstream_Rest,0.870256161499321,0.10172223904720472,3.3606295184168817,0.6734722930271468,1.0,100,2.0,98.0,64.0,2729.0,"['SH3YL1', 'PTPN22']",False
2,age-related macular degeneration,downstream_Rest,,,,1.0,1.0,100,,,,,[],True
2,ankylosing spondylitis,downstream_Rest,0.5613122180061534,0.06608578618749786,2.138318944496391,0.8687171619954732,1.0,100,2.0,98.0,98.0,2695.0,"['PCYOX1L', 'PTPN22']",False
2,asthma,downstream_Rest,0.7051744368568885,0.22122455792849255,1.7338440346665063,0.8301715215126951,1.0,100,5.0,95.0,194.0,2599.0,"['PRKACB', 'POLI', 'NDUFS2', 'CCNC', 'INO80']",False
2,atopic eczema,downstream_Rest,0.7011846086812518,0.08228372012889937,2.6876468126649518,0.7785535923179405,1.0,100,2.0,98.0,79.0,2714.0,"['PRORP', 'INPP5D']",False
2,autoimmune disease,downstream_Rest,0.5537015037900869,0.2736492161112106,1.0258680796943307,0.9844040184719356,1.0,100,12.0,88.0,552.0,2241.0,"['TNPO3', 'CHD3', 'PTPN22', 'PDK1', 'CUTA', 'PCYOX1L', 'SH3YL1', 'CCNC', 'HS2ST1', 'MICOS10', 'MTIF3', 'ANXA6']",False
2,celiac disease,downstream_Rest,0.6616948464799512,0.016204353581669714,3.9806921945225557,0.7821461794915059,1.0,100,1.0,99.0,42.0,2751.0,['PTPN22'],False
2,chronic kidney disease,downstream_Rest,0.616918302676674,0.01513074190759756,3.6982109431927452,0.8042904364516557,1.0,100,1.0,99.0,45.0,2748.0,['PTPN22'],True
2,coronary artery disease,downstream_Rest,0.8144333114306317,0.28792989820387743,1.872371015079536,0.7416129792517673,1.0,100,6.0,94.0,203.0,2590.0,"['PTPN22', 'TXNDC17', 'NME7', 'HNRNPUL1', 'INO80', 'HSD17B6']",True
2,inflammatory bowel disease,downstream_Rest,0.3321024952791286,0.06680719539859589,1.0124474027496135,0.9922640433296367,1.0,100,3.0,97.0,238.0,2555.0,"['PTPN22', 'HS2ST1', 'PDK1']",False
2,multiple sclerosis,downstream_Rest,0.9619749965461131,0.1912289811781967,2.9917657534419617,0.609154237093326,1.0,100,3.0,97.0,87.0,2706.0,"['MTIF3', 'PTPN22', 'MICOS10']",False
2,psoriasis,downstream_Rest,0.7473498527920641,0.14916511702123883,2.3085006624802857,0.7640110352379647,1.0,100,3.0,97.0,111.0,2682.0,"['POLI', 'PTPN22', 'INPP5D']",False
2,rheumatoid arthritis,downstream_Rest,0.515242503122309,0.13624599031353055,1.3835751955193458,0.9450863655835762,1.0,100,4.0,96.0,209.0,2584.0,"['TNPO3', 'PCYOX1L', 'CUTA', 'PTPN22']",False
0,coronary artery disease,downstream_Rest,0.5261069131361014,0.13909447598240948,1.413135402368641,0.9393989399731073,1.0,100,4.0,96.0,205.0,2588.0,"['NDUFAF6', 'ATF1', 'KAT6B', 'TRIM69']",True
0,chronic kidney disease,downstream_Rest,,,,1.0,1.0,100,,,,,[],True
0,celiac disease,downstream_Rest,,,,1.0,1.0,100,,,,,[],False
0,autoimmune disease,downstream_Rest,0.5537015037900869,0.2736492161112106,1.0258680796943307,0.9844040184719356,1.0,100,12.0,88.0,552.0,2241.0,"['CD44', 'CA11', 'CDC73', 'KPTN', 'CLYBL', 'KIF21B', 'SGO2', 'CARD6', 'MUC1', 'NRDC', 'CARD11', 'NINJ2']",False
83,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,6,,,,,[],False
83,age-related macular degeneration,regulators,,,,1.0,1.0,6,,,,,[],True
83,ankylosing spondylitis,regulators,,,,1.0,1.0,6,,,,,[],False
83,asthma,regulators,,,,1.0,1.0,6,,,,,[],False
83,atopic eczema,regulators,,,,1.0,1.0,6,,,,,[],False
83,autoimmune disease,regulators,0.8874449046573462,0.01870771117315542,7.967123465859749,0.7050406575391333,1.0,6,1.0,5.0,341.0,1513.0,['ZNHIT3'],False
83,celiac disease,regulators,,,,1.0,1.0,6,,,,,[],False
83,chronic kidney disease,regulators,,,,1.0,1.0,6,,,,,[],True
83,coronary artery disease,regulators,,,,1.0,1.0,6,,,,,[],True
83,inflammatory bowel disease,regulators,,,,1.0,1.0,6,,,,,[],False
2,type 1 diabetes mellitus,downstream_Rest,1.0354970540358812,0.20556059075007288,3.227947329392515,0.5615524086818399,1.0,100,3.0,97.0,81.0,2712.0,"['CUTA', 'STK39', 'PTPN22']",False
83,multiple sclerosis,regulators,6.649458322953259,0.1384161907556755,60.89672748167281,0.1650150696018462,1.0,6,1.0,5.0,54.0,1800.0,['ZNHIT3'],False
83,rheumatoid arthritis,regulators,,,,1.0,1.0,6,,,,,[],False
83,systemic lupus erythematosus,regulators,,,,1.0,1.0,6,,,,,[],False
83,type 1 diabetes mellitus,regulators,,,,1.0,1.0,6,,,,,[],False
83,ulcerative colitis,regulators,,,,1.0,1.0,6,,,,,[],False
0,Crohn's disease,downstream_Rest,0.475333679302048,0.056076171518173734,1.8039567939591254,0.9196380201615375,1.0,100,2.0,98.0,115.0,2678.0,"['KIF21B', 'MUC1']",False
0,Hashimoto's thyroiditis,downstream_Rest,0.870256161499321,0.10172223904720472,3.3606295184168817,0.6734722930271468,1.0,100,2.0,98.0,64.0,2729.0,"['CD44', 'NINJ2']",False
0,age-related macular degeneration,downstream_Rest,1.1653378752139973,0.0280597380746524,7.296733450479892,0.5865330745344579,1.0,100,1.0,99.0,24.0,2769.0,['CDC73'],True
0,ankylosing spondylitis,downstream_Rest,0.8596446214138588,0.1712158509577414,2.664846447307467,0.680659476600102,1.0,100,3.0,97.0,97.0,2696.0,"['KIF21B', 'NRDC', 'CA11']",False
0,asthma,downstream_Rest,0.5552175698702693,0.14672190555150272,1.4924201807243727,0.922810449872465,1.0,100,4.0,96.0,195.0,2598.0,"['MPHOSPH9', 'CARD11', 'GNGT2', 'KPNA2']",False
0,atopic eczema,downstream_Rest,0.3426316528574667,0.008482327222533422,2.0100547361532155,0.9444387215350571,1.0,100,1.0,99.0,80.0,2713.0,['CARD11'],False
83,psoriasis,regulators,5.242651717455561,0.10946936587470772,47.77671415205153,0.20317923041824001,1.0,6,1.0,5.0,68.0,1786.0,['GPALPP1'],False
59,rheumatoid arthritis,regulators,1.7708192075760492,0.039602896021050826,13.38890176662473,0.4605083074289689,1.0,9,1.0,8.0,122.0,1729.0,['HDAC7'],False
59,psoriasis,regulators,3.273902322211793,0.0728065188359706,25.0060984022825,0.2889192400556671,1.0,9,1.0,8.0,68.0,1783.0,['HDAC7'],False
59,multiple sclerosis,regulators,,,,1.0,1.0,9,,,,,[],False
28,age-related macular degeneration,regulators,3.1199274286882805,0.07158912144892346,21.895376240541474,0.29404574384032306,1.0,49,1.0,48.0,12.0,1799.0,['MIPEP'],True
28,ankylosing spondylitis,regulators,,,,1.0,1.0,49,,,,,[],False
28,asthma,regulators,0.5200974019228346,0.0605541318229138,2.0240918186566166,0.8929353356845596,1.0,49,2.0,47.0,137.0,1674.0,"['MRPL10', 'MIPEP']",False
28,atopic eczema,regulators,0.7492520343174832,0.018217501062554226,4.5796331812913875,0.7415394519532681,1.0,49,1.0,48.0,49.0,1762.0,['TARS2'],False
28,autoimmune disease,regulators,0.7344392175472074,0.2759378232329774,1.669216413251788,0.8249363451450601,1.0,49,7.0,42.0,335.0,1476.0,"['PNPT1', 'MRPS2', 'MYCN', 'KIFAP3', 'ATXN10', 'TUFM', 'COQ2']",False
28,celiac disease,regulators,,,,1.0,1.0,49,,,,,[],False
28,chronic kidney disease,regulators,,,,1.0,1.0,49,,,,,[],True
28,coronary artery disease,regulators,1.4104747026498146,0.42935201007131496,3.631658138410661,0.30694207343464847,1.0,49,5.0,44.0,135.0,1676.0,"['UMPS', 'CAD', 'HMBS', 'TARS2', 'DHODH']",True
28,inflammatory bowel disease,regulators,1.0447324060309269,0.269037589216066,2.927047305338234,0.5451215999559993,1.0,49,4.0,45.0,142.0,1669.0,"['MYCN', 'TUFM', 'MRPS2', 'ATXN10']",False
28,multiple sclerosis,regulators,0.6779744523390718,0.016513996938500534,4.127169550166092,0.7747155116841925,1.0,49,1.0,48.0,54.0,1757.0,['KIFAP3'],False
28,psoriasis,regulators,1.1075895348753846,0.12767052667610806,4.390055793100338,0.5501256608404855,1.0,49,2.0,47.0,67.0,1744.0,"['COX11', 'STXBP4']",False
28,rheumatoid arthritis,regulators,0.2885401492475669,0.007097635563012304,1.7181615375147128,0.966560814237757,1.0,49,1.0,48.0,122.0,1689.0,['TUFM'],False
28,systemic lupus erythematosus,regulators,0.510702073076485,0.012492138972130121,3.079487472171756,0.8591954462825739,1.0,49,1.0,48.0,71.0,1740.0,['COQ2'],False
28,type 1 diabetes mellitus,regulators,,,,1.0,1.0,49,,,,,[],False
28,ulcerative colitis,regulators,2.0853469903471584,0.5307274680516726,5.9485149584200645,0.1466144919448853,1.0,49,4.0,45.0,74.0,1737.0,"['MYCN', 'TUFM', 'MRPS2', 'ATXN10']",False
17,Crohn's disease,regulators,,,,1.0,1.0,5,,,,,[],False
17,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,5,,,,,[],False
17,age-related macular degeneration,regulators,,,,1.0,1.0,5,,,,,[],True
17,ankylosing spondylitis,regulators,,,,1.0,1.0,5,,,,,[],False
17,asthma,regulators,,,,1.0,1.0,5,,,,,[],False
17,atopic eczema,regulators,,,,1.0,1.0,5,,,,,[],False
28,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,49,,,,,[],False
17,autoimmune disease,regulators,,,,1.0,1.0,5,,,,,[],False
28,Crohn's disease,regulators,0.5688202854860815,0.013893371234968865,3.441267010523727,0.8290373913691109,1.0,49,1.0,48.0,64.0,1747.0,['TUFM'],False
39,type 1 diabetes mellitus,regulators,,,,1.0,1.0,12,,,,,[],False
74,multiple sclerosis,regulators,,,,1.0,1.0,11,,,,,[],False
74,psoriasis,regulators,,,,1.0,1.0,11,,,,,[],False
74,rheumatoid arthritis,regulators,1.4152665604075623,0.0323566820859444,10.094614779133334,0.5298432343349089,1.0,11,1.0,10.0,122.0,1727.0,['UBE2E2'],False
74,systemic lupus erythematosus,regulators,,,,1.0,1.0,11,,,,,[],False
74,type 1 diabetes mellitus,regulators,,,,1.0,1.0,11,,,,,[],False
74,ulcerative colitis,regulators,,,,1.0,1.0,11,,,,,[],False
39,Crohn's disease,regulators,5.654654690352475,0.5906020061502576,27.351608583547772,0.06334235170550233,1.0,12,2.0,10.0,63.0,1785.0,"['UBE3D', 'DOP1A']",False
39,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,12,,,,,[],False
39,age-related macular degeneration,regulators,,,,1.0,1.0,12,,,,,[],True
39,ankylosing spondylitis,regulators,,,,1.0,1.0,12,,,,,[],False
39,asthma,regulators,1.1264063801211945,0.025985048201647435,7.854171656451171,0.6073866215303052,1.0,12,1.0,11.0,138.0,1710.0,['TSTD2'],False
39,atopic eczema,regulators,,,,1.0,1.0,12,,,,,[],False
39,autoimmune disease,regulators,0.8871138568413538,0.09409558221283504,4.190347548585865,0.6774886379001601,1.0,12,2.0,10.0,340.0,1508.0,"['UBE3D', 'DOP1A']",False
39,celiac disease,regulators,,,,1.0,1.0,12,,,,,[],False
39,chronic kidney disease,regulators,,,,1.0,1.0,12,,,,,[],True
39,coronary artery disease,regulators,1.117653924801738,0.025784338073021097,7.792450906928623,0.610124193024574,1.0,12,1.0,11.0,139.0,1709.0,['DCPS'],True
39,inflammatory bowel disease,regulators,2.3651046639563735,0.2496760201066482,11.252753981593143,0.24161533921336595,1.0,12,2.0,10.0,144.0,1704.0,"['UBE3D', 'DOP1A']",False
39,multiple sclerosis,regulators,,,,1.0,1.0,12,,,,,[],False
39,psoriasis,regulators,,,,1.0,1.0,12,,,,,[],False
39,rheumatoid arthritis,regulators,,,,1.0,1.0,12,,,,,[],False
39,systemic lupus erythematosus,regulators,,,,1.0,1.0,12,,,,,[],False
39,ulcerative colitis,regulators,,,,1.0,1.0,12,,,,,[],False
17,celiac disease,regulators,,,,1.0,1.0,5,,,,,[],False
17,chronic kidney disease,regulators,,,,1.0,1.0,5,,,,,[],True
17,coronary artery disease,regulators,,,,1.0,1.0,5,,,,,[],True
82,age-related macular degeneration,regulators,,,,1.0,1.0,7,,,,,[],True
82,ankylosing spondylitis,regulators,,,,1.0,1.0,7,,,,,[],False
82,asthma,regulators,2.07015455639553,0.04470947495873794,17.24904896674622,0.41993255352530673,1.0,7,1.0,6.0,138.0,1715.0,['IL2RB'],False
82,atopic eczema,regulators,,,,1.0,1.0,7,,,,,[],False
82,autoimmune disease,regulators,,,,1.0,1.0,7,,,,,[],False
82,celiac disease,regulators,,,,1.0,1.0,7,,,,,[],False
82,chronic kidney disease,regulators,,,,1.0,1.0,7,,,,,[],True
82,coronary artery disease,regulators,,,,1.0,1.0,7,,,,,[],True
82,inflammatory bowel disease,regulators,,,,1.0,1.0,7,,,,,[],False
82,multiple sclerosis,regulators,,,,1.0,1.0,7,,,,,[],False
82,psoriasis,regulators,,,,1.0,1.0,7,,,,,[],False
82,rheumatoid arthritis,regulators,,,,1.0,1.0,7,,,,,[],False
82,systemic lupus erythematosus,regulators,,,,1.0,1.0,7,,,,,[],False
82,type 1 diabetes mellitus,regulators,,,,1.0,1.0,7,,,,,[],False
82,ulcerative colitis,regulators,,,,1.0,1.0,7,,,,,[],False
37,Crohn's disease,regulators,,,,1.0,1.0,9,,,,,[],False
37,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,9,,,,,[],False
37,age-related macular degeneration,regulators,,,,1.0,1.0,9,,,,,[],True
37,ankylosing spondylitis,regulators,,,,1.0,1.0,9,,,,,[],False
37,asthma,regulators,,,,1.0,1.0,9,,,,,[],False
37,atopic eczema,regulators,,,,1.0,1.0,9,,,,,[],False
82,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,7,,,,,[],False
82,Crohn's disease,regulators,,,,1.0,1.0,7,,,,,[],False
64,ulcerative colitis,regulators,,,,1.0,1.0,17,,,,,[],False
64,type 1 diabetes mellitus,regulators,,,,1.0,1.0,17,,,,,[],False
17,inflammatory bowel disease,regulators,,,,1.0,1.0,5,,,,,[],False
17,multiple sclerosis,regulators,,,,1.0,1.0,5,,,,,[],False
17,psoriasis,regulators,,,,1.0,1.0,5,,,,,[],False
17,rheumatoid arthritis,regulators,,,,1.0,1.0,5,,,,,[],False
17,systemic lupus erythematosus,regulators,,,,1.0,1.0,5,,,,,[],False
17,type 1 diabetes mellitus,regulators,,,,1.0,1.0,5,,,,,[],False
17,ulcerative colitis,regulators,,,,1.0,1.0,5,,,,,[],False
64,Crohn's disease,regulators,,,,1.0,1.0,17,,,,,[],False
64,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,17,,,,,[],False
64,age-related macular degeneration,regulators,,,,1.0,1.0,17,,,,,[],True
74,inflammatory bowel disease,regulators,1.1750633309069582,0.02689596548000943,8.363255607440127,0.5941379919552859,1.0,11,1.0,10.0,145.0,1704.0,['CARD6'],False
64,ankylosing spondylitis,regulators,,,,1.0,1.0,17,,,,,[],False
64,atopic eczema,regulators,,,,1.0,1.0,17,,,,,[],False
64,autoimmune disease,regulators,0.2754178507791448,0.0065458038785007324,1.7847070376208682,0.9689044403058885,1.0,17,1.0,16.0,341.0,1502.0,['NAF1'],False
64,celiac disease,regulators,5.162602029281501,0.1180620360217896,36.26543716462334,0.1913964578173964,1.0,17,1.0,16.0,22.0,1821.0,['RTRAF'],False
64,chronic kidney disease,regulators,,,,1.0,1.0,17,,,,,[],True
64,coronary artery disease,regulators,2.6662968833115865,0.4854858680252726,9.717091022098025,0.13067473805645433,1.0,17,3.0,14.0,137.0,1706.0,"['TXNL4B', 'IPO9', 'PPCS']",True
64,inflammatory bowel disease,regulators,,,,1.0,1.0,17,,,,,[],False
64,multiple sclerosis,regulators,,,,1.0,1.0,17,,,,,[],False
64,psoriasis,regulators,,,,1.0,1.0,17,,,,,[],False
64,rheumatoid arthritis,regulators,0.8817164276797983,0.020855537546991588,5.768956434878766,0.6891045401602061,1.0,17,1.0,16.0,122.0,1721.0,['NAF1'],False
64,systemic lupus erythematosus,regulators,,,,1.0,1.0,17,,,,,[],False
64,asthma,regulators,,,,1.0,1.0,17,,,,,[],False
37,autoimmune disease,regulators,0.5536640834284449,0.012438354223376828,4.152649496588771,0.8400702612652662,1.0,9,1.0,8.0,341.0,1510.0,['PPCDC'],False
74,coronary artery disease,regulators,2.7529505477868064,0.2867446689835216,13.48689251449333,0.1983064570207677,1.0,11,2.0,9.0,138.0,1711.0,"['MMAB', 'FHL1']",True
74,celiac disease,regulators,,,,1.0,1.0,11,,,,,[],False
105,psoriasis,regulators,1.5421441130014304,0.17589179480676284,6.236844341092122,0.3889528861437659,1.0,36,2.0,34.0,67.0,1757.0,"['IFNLR1', 'CCND2']",False
105,rheumatoid arthritis,regulators,0.8279824320032677,0.0952573857233731,3.296990178529924,0.7005855860958905,1.0,36,2.0,34.0,121.0,1703.0,"['B3GAT1', 'IFNLR1']",False
105,systemic lupus erythematosus,regulators,1.4735837035906632,0.1682112644329594,5.950659025414561,0.4098384849746015,1.0,36,2.0,34.0,70.0,1754.0,"['CSNK2A2', 'QNG1']",False
105,type 1 diabetes mellitus,regulators,1.155747948125219,0.027835914060663772,7.218428101708241,0.5894199039486571,1.0,36,1.0,35.0,44.0,1780.0,['HHAT'],False
105,ulcerative colitis,regulators,0.6483627251246226,0.015759634696466972,3.9676701164925277,0.7892888463741344,1.0,36,1.0,35.0,77.0,1747.0,['IFNLR1'],False
87,Crohn's disease,regulators,,,,1.0,1.0,32,,,,,[],False
87,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,32,,,,,[],False
87,age-related macular degeneration,regulators,,,,1.0,1.0,32,,,,,[],True
87,ankylosing spondylitis,regulators,,,,1.0,1.0,32,,,,,[],False
87,asthma,regulators,,,,1.0,1.0,32,,,,,[],False
87,atopic eczema,regulators,,,,1.0,1.0,32,,,,,[],False
87,autoimmune disease,regulators,0.45452842981915237,0.08809373846839999,1.4795374056084363,0.9512800641778163,1.0,32,3.0,29.0,339.0,1489.0,"['XRCC2', 'HPS1', 'SYK']",False
87,celiac disease,regulators,,,,1.0,1.0,32,,,,,[],False
87,chronic kidney disease,regulators,,,,1.0,1.0,32,,,,,[],True
87,coronary artery disease,regulators,1.2766833837452631,0.2457719683137091,4.199929243291221,0.4374561070637661,1.0,32,3.0,29.0,137.0,1691.0,"['DDX17', 'FANCL', 'FANCD2']",True
87,inflammatory bowel disease,regulators,1.2188128183261753,0.23474397825770896,4.006527039693125,0.4655552617432293,1.0,32,3.0,29.0,143.0,1685.0,"['XRCC2', 'HPS1', 'SYK']",False
87,multiple sclerosis,regulators,,,,1.0,1.0,32,,,,,[],False
87,psoriasis,regulators,,,,1.0,1.0,32,,,,,[],False
87,rheumatoid arthritis,regulators,,,,1.0,1.0,32,,,,,[],False
87,systemic lupus erythematosus,regulators,,,,1.0,1.0,32,,,,,[],False
87,type 1 diabetes mellitus,regulators,,,,1.0,1.0,32,,,,,[],False
105,multiple sclerosis,regulators,0.9365400021578897,0.02264576591243519,5.797850799239983,0.6641290727212713,1.0,36,1.0,35.0,54.0,1770.0,['TRIM14'],False
87,ulcerative colitis,regulators,0.7336634990439181,0.017770953734473894,4.526517489766873,0.749098236326065,1.0,32,1.0,31.0,77.0,1751.0,['XRCC2'],False
105,inflammatory bowel disease,regulators,0.686393847738152,0.07910377657928912,2.7248445627283377,0.7885438200358506,1.0,36,2.0,34.0,144.0,1680.0,"['OSR1', 'IFNLR1']",False
105,chronic kidney disease,regulators,2.690010865870306,0.30261776684095687,11.156465404224882,0.1872162226166022,1.0,36,2.0,34.0,39.0,1785.0,"['B3GAT1', 'CCND2']",True
7,rheumatoid arthritis,regulators,,,,1.0,1.0,10,,,,,[],False
7,systemic lupus erythematosus,regulators,2.781557761591518,0.06264563469830223,20.554416900464165,0.32683562968153834,1.0,10,1.0,9.0,71.0,1779.0,['SMG7'],False
7,type 1 diabetes mellitus,regulators,,,,1.0,1.0,10,,,,,[],False
7,ulcerative colitis,regulators,,,,1.0,1.0,10,,,,,[],False
101,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,58,,,,,[],False
101,age-related macular degeneration,regulators,,,,1.0,1.0,58,,,,,[],True
101,autoimmune disease,regulators,0.6011941155443605,0.2281252810920472,1.346422469977375,0.9307322588639934,1.0,58,7.0,51.0,335.0,1467.0,"['RPS6KB1', 'DMRTA2', 'PPP1R3B', 'PPHLN1', 'MED15', 'C8orf33', 'ADO']",False
26,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,23,,,,,[],False
26,age-related macular degeneration,regulators,,,,1.0,1.0,23,,,,,[],True
26,celiac disease,regulators,,,,1.0,1.0,23,,,,,[],False
26,chronic kidney disease,regulators,,,,1.0,1.0,23,,,,,[],True
26,inflammatory bowel disease,regulators,0.5305473313966643,0.012765090633646944,3.3308330366647096,0.8492086419495697,1.0,23,1.0,22.0,145.0,1692.0,['NPEPPS'],False
26,type 1 diabetes mellitus,regulators,,,,1.0,1.0,23,,,,,[],False
105,Crohn's disease,regulators,0.7858058505838769,0.019052888522504332,4.835317607077157,0.72555358925853,1.0,36,1.0,35.0,64.0,1760.0,['IFNLR1'],False
105,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,36,,,,,[],False
105,age-related macular degeneration,regulators,,,,1.0,1.0,36,,,,,[],True
105,ankylosing spondylitis,regulators,0.7858058505838769,0.019052888522504332,4.835317607077157,0.72555358925853,1.0,36,1.0,35.0,64.0,1760.0,['IFNLR1'],False
105,asthma,regulators,1.128265286980268,0.21860671427223402,3.6693911210706895,0.512130396737837,1.0,36,3.0,33.0,136.0,1688.0,"['SNTB1', 'MAPKAP1', 'PTP4A1']",False
105,atopic eczema,regulators,,,,1.0,1.0,36,,,,,[],False
105,autoimmune disease,regulators,1.2744150521738313,0.4973847890919369,2.9024429421367053,0.3373320055260254,1.0,36,8.0,28.0,334.0,1490.0,"['OSR1', 'TRIM14', 'NKX2-2', 'PTP4A1', 'B3GAT1', 'IFNLR1', 'QNG1', 'CSNK2A2']",False
105,celiac disease,regulators,,,,1.0,1.0,36,,,,,[],False
7,inflammatory bowel disease,regulators,,,,1.0,1.0,10,,,,,[],False
27,Crohn's disease,regulators,1.0766574935276607,0.4373237037795832,2.31059150075096,0.48301073658435995,1.0,215,8.0,207.0,57.0,1588.0,"['CEP43', 'AHR', 'PDK1', 'IL21', 'SP140L', 'TBC1D14', 'PPIF', 'IL23R']",False
27,Hashimoto's thyroiditis,regulators,1.2474791452275573,0.425177568622881,3.0303655708592423,0.3779753429007149,1.0,215,6.0,209.0,37.0,1608.0,"['INSR', 'CEP57', 'COX5B', 'NPAS2', 'TNS1', 'PRXL2B']",False
27,age-related macular degeneration,regulators,,,,1.0,1.0,215,,,,,[],True
19,ankylosing spondylitis,regulators,,,,1.0,1.0,6,,,,,[],False
7,coronary artery disease,regulators,3.0984419808233157,0.3175866870681982,15.735236724019336,0.1702509674800117,1.0,10,2.0,8.0,138.0,1712.0,"['SRR', 'UPF2']",True
19,atopic eczema,regulators,,,,1.0,1.0,6,,,,,[],False
19,autoimmune disease,regulators,0.8874449046573462,0.01870771117315542,7.967123465859749,0.7050406575391333,1.0,6,1.0,5.0,341.0,1513.0,['ATXN2L'],False
19,celiac disease,regulators,,,,1.0,1.0,6,,,,,[],False
19,coronary artery disease,regulators,,,,1.0,1.0,6,,,,,[],True
19,inflammatory bowel disease,regulators,2.3556911709638366,0.0495010751856313,21.2537390935967,0.3880889577617466,1.0,6,1.0,5.0,145.0,1709.0,['ATXN2L'],False
19,multiple sclerosis,regulators,,,,1.0,1.0,6,,,,,[],False
19,psoriasis,regulators,,,,1.0,1.0,6,,,,,[],False
19,rheumatoid arthritis,regulators,2.836850108988509,0.059548937711261074,25.637312574729346,0.33706228242757613,1.0,6,1.0,5.0,122.0,1732.0,['ATXN2L'],False
19,systemic lupus erythematosus,regulators,,,,1.0,1.0,6,,,,,[],False
19,ulcerative colitis,regulators,,,,1.0,1.0,6,,,,,[],False
78,chronic kidney disease,regulators,,,,1.0,1.0,31,,,,,[],True
78,multiple sclerosis,regulators,,,,1.0,1.0,31,,,,,[],False
74,Crohn's disease,regulators,,,,1.0,1.0,11,,,,,[],False
74,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,11,,,,,[],False
74,age-related macular degeneration,regulators,,,,1.0,1.0,11,,,,,[],True
74,ankylosing spondylitis,regulators,2.786558294997357,0.06329038314235182,20.124464646399495,0.32453978482974805,1.0,11,1.0,10.0,64.0,1785.0,['UBE2E2'],False
74,asthma,regulators,2.7746388655975127,0.2889856017809311,13.594420696986628,0.19610209712827964,1.0,11,2.0,9.0,137.0,1712.0,"['DCAKD', 'UBE2E2']",False
74,atopic eczema,regulators,,,,1.0,1.0,11,,,,,[],False
74,autoimmune disease,regulators,0.9862818066171376,0.10325050808865975,4.795621095875655,0.6285922723418284,1.0,11,2.0,9.0,340.0,1509.0,"['CARD6', 'UBE2E2']",False
19,age-related macular degeneration,regulators,,,,1.0,1.0,6,,,,,[],True
19,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,6,,,,,[],False
45,multiple sclerosis,regulators,,,,1.0,1.0,8,,,,,[],False
45,inflammatory bowel disease,regulators,1.6811895124032694,0.03706293967859626,13.23114730877372,0.480692579145398,1.0,8,1.0,7.0,145.0,1707.0,['GPR63'],False
27,ankylosing spondylitis,regulators,0.7718115063055566,0.26893995345964317,1.8129872607149962,0.7815338249344965,1.0,215,6.0,209.0,59.0,1586.0,"['ZMYM2', 'AHR', 'SRSF11', 'SP140L', 'IL23R', 'PTGER3']",False
