gene_symbol	g2p_id	g2p_disease_name	g2p_disease_mondo	g2p_confidence	g2p_mechanism	g2p_reviewed_pmid_count	dismech_candidate_count	dismech_direct_candidate_count	best_dismech_match_class	best_dismech_file	best_dismech_disease_name	best_dismech_disease_mondo	best_match_reasons	best_shared_hpo_count	best_shared_section_reviewed_pmid_count	best_shared_disease_reviewed_pmid_count	related_direct_disorders	related_direct_match_count	row_status	curation_priority	curation_action	curation_note
SLC37A4	G2P03148	SLC37A4-related congenital disorder of glycosylation with liver dysfunction	MONDO:0030437	definitive	loss of function	2	0	0						0	0	0		0	UNDERREPRESENTED_IN_DISMECH	HIGH	ADD_MISSING_DISEASE_ROOT	dismech has some direct roots for the gene, but this disease row is still missing.
SLC4A1	G2P00185	SLC4A1-related renal tubular acidosis, distal (biallelic)	MONDO:0008368	strong	undetermined	3	0	0						0	0	0		0	UNDERREPRESENTED_IN_DISMECH	HIGH	ADD_MISSING_DISEASE_ROOT	dismech has some direct roots for the gene, but this disease row is still missing.
SLC4A1	G2P00171	SLC4A1-related renal tubular acidosis, distal (monoallelic)	MONDO:0008368	strong	undetermined	3	0	0						0	0	0		0	UNDERREPRESENTED_IN_DISMECH	HIGH	ADD_MISSING_DISEASE_ROOT	dismech has some direct roots for the gene, but this disease row is still missing.
SMAD4	G2P01045	SMAD4-related Myhre syndrome	MONDO:0007688	definitive	gain of function	4	0	0						0	0	0		0	UNDERREPRESENTED_IN_DISMECH	HIGH	ADD_MISSING_DISEASE_ROOT	dismech has some direct roots for the gene, but this disease row is still missing.
SMARCA4	G2P01446	SMARCA4-related rhabdoid tumor predisposition syndrome	MONDO:0013224	definitive	loss of function	3	0	0						0	0	0		0	UNDERREPRESENTED_IN_DISMECH	HIGH	ADD_MISSING_DISEASE_ROOT	dismech has some direct roots for the gene, but this disease row is still missing.
SMARCB1	G2P00265	SMARCB1-related rhabdoid tumor predisposition syndrome	MONDO:0012252	definitive	loss of function	3	0	0						0	0	0		0	UNDERREPRESENTED_IN_DISMECH	HIGH	ADD_MISSING_DISEASE_ROOT	dismech has some direct roots for the gene, but this disease row is still missing.
SMARCB1	G2P01845	SMARCB1-related schwannomatosis	MONDO:0024517	definitive	loss of function	4	0	0						0	0	0		0	UNDERREPRESENTED_IN_DISMECH	HIGH	ADD_MISSING_DISEASE_ROOT	dismech has some direct roots for the gene, but this disease row is still missing.
SMARCE1	G2P03353	SMARCE1-related meningioma, familial	MONDO:0011789	definitive	loss of function	1	0	0						0	0	0		0	UNDERREPRESENTED_IN_DISMECH	HIGH	ADD_MISSING_DISEASE_ROOT	dismech has some direct roots for the gene, but this disease row is still missing.
SOX9	G2P00068	SOX9-related Pierre Robin sequence	MONDO:0009869	definitive	undetermined	4	0	0						0	0	0		0	UNDERREPRESENTED_IN_DISMECH	HIGH	ADD_MISSING_DISEASE_ROOT	dismech has some direct roots for the gene, but this disease row is still missing.
TCTN2	G2P00167	TCTN2-related Joubert syndrome and related disorders	MONDO:0014724	strong	loss of function	4	0	0						0	0	0		0	UNDERREPRESENTED_IN_DISMECH	HIGH	ADD_MISSING_DISEASE_ROOT	dismech has some direct roots for the gene, but this disease row is still missing.
TMEM237	G2P00474	TMEM237-related Joubert syndrome	MONDO:0013745	definitive	loss of function	3	0	0						0	0	0		0	UNDERREPRESENTED_IN_DISMECH	HIGH	ADD_MISSING_DISEASE_ROOT	dismech has some direct roots for the gene, but this disease row is still missing.
TPM3	G2P03244	TPM3-related congenital myopathy	MONDO:0800341	definitive	undetermined	2	0	0						0	0	0		0	UNDERREPRESENTED_IN_DISMECH	HIGH	ADD_MISSING_DISEASE_ROOT	dismech has some direct roots for the gene, but this disease row is still missing.
WFS1	G2P03006	WFS1-related Wolfram syndrome (biallelic)	MONDO:0013673	definitive	loss of function	38	0	0						0	0	0		0	UNDERREPRESENTED_IN_DISMECH	HIGH	ADD_MISSING_DISEASE_ROOT	dismech has some direct roots for the gene, but this disease row is still missing.
WFS1	G2P03007	WFS1-related Wolfram-like syndrome (monoallelic)	MONDO:0013673	definitive	undetermined	12	0	0						0	0	0		0	UNDERREPRESENTED_IN_DISMECH	HIGH	ADD_MISSING_DISEASE_ROOT	dismech has some direct roots for the gene, but this disease row is still missing.
COL17A1	G2P02750	COL17A1-related epidermolysis bullosa junctional (atrophic benign)	MONDO:0030750	definitive	loss of function	2	0	0						0	0	0	Junctional Epidermolysis Bullosa;Epidermolysis Bullosa	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Junctional Epidermolysis Bullosa, Epidermolysis Bullosa.
COL17A1	G2P02195	COL17A1-related epithelial recurrent erosion dystrophy	MONDO:0007381	definitive	undetermined	3	0	0						0	0	0		0	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: .
COL7A1	G2P02066	COL7A1-related epidermolysis bullosa dystrophica	MONDO:0009179	definitive	loss of function	5	0	0						0	0	0	Dystrophic Epidermolysis Bullosa;Epidermolysis Bullosa	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Dystrophic Epidermolysis Bullosa, Epidermolysis Bullosa.
COL7A1	G2P02685	COL7A1-related epidermolysis bullosa dystrophica	MONDO:0009179	definitive	dominant negative	1	0	0						0	0	0	Dystrophic Epidermolysis Bullosa;Epidermolysis Bullosa	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Dystrophic Epidermolysis Bullosa, Epidermolysis Bullosa.
COL7A1	G2P02752	COL7A1-related epidermolysis bullosa pruriginosa	MONDO:0011398	definitive	dominant negative	1	0	0						0	0	0	Dystrophic Epidermolysis Bullosa;Epidermolysis Bullosa	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Dystrophic Epidermolysis Bullosa, Epidermolysis Bullosa.
COL7A1	G2P02664	COL7A1-related epidermolysis bullosa, Bart type	MONDO:0007557	definitive	dominant negative	1	0	0						0	0	0	Dystrophic Epidermolysis Bullosa;Epidermolysis Bullosa	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Dystrophic Epidermolysis Bullosa, Epidermolysis Bullosa.
ITGA6	G2P03906	ITGA6-related epidermolysis bullosa with pyloric atresia	MONDO:0859233	limited	loss of function	1	0	0						0	0	0	Junctional Epidermolysis Bullosa;Epidermolysis Bullosa	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Junctional Epidermolysis Bullosa, Epidermolysis Bullosa.
ITGB4	G2P02751	ITGB4-related epidermolysis bullosa junctional	MONDO:0009183	strong	loss of function	2	0	0						0	0	0	Junctional Epidermolysis Bullosa;Epidermolysis Bullosa	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Junctional Epidermolysis Bullosa, Epidermolysis Bullosa.
KRT14	G2P02679	KRT14-related epidermolysis bullosa simplex generalised intermediate (Köbner)		definitive	dominant negative	1	0	0						0	0	0	Epidermolysis Bullosa;Epidermolysis Bullosa Simplex	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Epidermolysis Bullosa, Epidermolysis Bullosa Simplex.
KRT14	G2P02681	KRT14-related epidermolysis bullosa simplex generalised severe (Dowling-Meara)		definitive	dominant negative	1	0	0						0	0	0	Epidermolysis Bullosa;Epidermolysis Bullosa Simplex	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Epidermolysis Bullosa, Epidermolysis Bullosa Simplex.
KRT14	G2P02676	KRT14-related epidermolysis bullosa simplex localised (Weber Cockayne)		definitive	dominant negative	1	0	0						0	0	0	Epidermolysis Bullosa;Epidermolysis Bullosa Simplex	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Epidermolysis Bullosa, Epidermolysis Bullosa Simplex.
KRT5	G2P02476	KRT5-related Dowling-Degos disease	MONDO:0008371	definitive	loss of function	2	0	0						0	0	0		0	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: .
KRT5	G2P02682	KRT5-related epidermolysis bullosa simplex (Mottled pigmentation)	MONDO:0007556	definitive	dominant negative	1	0	0						0	0	0	Epidermolysis Bullosa;Epidermolysis Bullosa Simplex	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Epidermolysis Bullosa, Epidermolysis Bullosa Simplex.
KRT5	G2P02678	KRT5-related epidermolysis bullosa simplex generalised intermediate (Köbner)		definitive	dominant negative	1	0	0						0	0	0	Epidermolysis Bullosa;Epidermolysis Bullosa Simplex	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Epidermolysis Bullosa, Epidermolysis Bullosa Simplex.
KRT5	G2P02680	KRT5-related epidermolysis bullosa simplex generalised severe (Dowling-Meara)		definitive	dominant negative	1	0	0						0	0	0	Epidermolysis Bullosa;Epidermolysis Bullosa Simplex	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Epidermolysis Bullosa, Epidermolysis Bullosa Simplex.
KRT5	G2P02675	KRT5-related epidermolysis bullosa simplex localised (Weber cockayne)		definitive	dominant negative	2	0	0						0	0	0	Epidermolysis Bullosa Simplex;Epidermolysis Bullosa	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Epidermolysis Bullosa Simplex, Epidermolysis Bullosa.
LAMA3	G2P02668	LAMA3-related laryngoonychocutaneous syndrome	MONDO:0009513	definitive	loss of function	4	0	0						0	0	0	Junctional Epidermolysis Bullosa;Epidermolysis Bullosa	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Junctional Epidermolysis Bullosa, Epidermolysis Bullosa.
LAMB3	G2P02686	LAMB3-related epidermolysis bullosa junctional (lethal Herlitz)		definitive	loss of function	4	0	0						0	0	0	Junctional Epidermolysis Bullosa;Epidermolysis Bullosa	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Junctional Epidermolysis Bullosa, Epidermolysis Bullosa.
LAMC2	G2P02687	LAMC2-related epidermolysis bullosa junctional (lethal Herlitz)		definitive	loss of function	2	0	0						0	0	0	Junctional Epidermolysis Bullosa;Epidermolysis Bullosa	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Junctional Epidermolysis Bullosa, Epidermolysis Bullosa.
LMNA	G2P03794	LMNA-related arrhythmogenic right ventricular cardiomyopathy	MONDO:0016587	limited	undetermined	1	0	0						0	0	0		0	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: .
LMNA	G2P00674	LMNA-related Charcot-Marie-Tooth disease	MONDO:0011569	limited	undetermined	3	0	0						0	0	0		0	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: .
LMNA	G2P00599	LMNA-related familial partial lipodystrophy	MONDO:0007906	definitive	undetermined	3	0	0						0	0	0		0	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: .
LMNA	G2P02320	LMNA-related lethal tight skin contracture syndrome	MONDO:0030781	limited	gain of function	0	0	0						0	0	0		0	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: .
LMNA	G2P02748	LMNA-related restrictive dermopathy, lethal	MONDO:0030781	definitive	loss of function	1	0	0						0	0	0		0	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: .
MECP2	G2P01023	MECP2-related duplication syndrome	MONDO:0010283	definitive	undetermined	8	0	0						0	0	0	MECP2 Duplication Syndrome;Rett Syndrome	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: MECP2 Duplication Syndrome, Rett Syndrome.
MECP2	G2P01392	MECP2-related encephalopathy neonatal severe	MONDO:0010397	definitive	loss of function	13	0	0						0	0	0	MECP2 Duplication Syndrome;Rett Syndrome	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: MECP2 Duplication Syndrome, Rett Syndrome.
MKS1	G2P01039	MKS1-related Bardet-Biedl syndrome	MONDO:0014441	definitive	loss of function	2	0	0						0	0	0	Joubert syndrome;Meckel Syndrome	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Joubert syndrome, Meckel Syndrome.
MYH7	G2P03796	MYH7-related arrhythmogenic right ventricular cardiomyopathy	MONDO:0016587	limited	undetermined	1	0	0						0	0	0		0	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: .
MYH7	G2P03300	MYH7-related hypertrophic cardiomyopathy	MONDO:0008647	definitive	undetermined	17	1	0	secondary_genetic	Hypertrophic_Cardiomyopathy.yaml	Hypertrophic Cardiomyopathy	MONDO:0005045	gene_related_prefix_stripped	0	1	1		0	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: .
PIK3CA	G2P00872	PIK3CA-related overgrowth spectrum disorder with or without megalencephaly, capillary malformation, polymicrogyria and lipomatous overgrowth	MONDO:0100283	definitive	gain of function	39	0	0						0	0	0	CLOVES Syndrome;Cowden Syndrome	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: CLOVES Syndrome, Cowden Syndrome.
SLC26A2	G2P00799	SLC26A2-related achondrogenesis	MONDO:0010966	definitive	loss of function	7	0	0						0	0	0	Atelosteogenesis Type II;Diastrophic Dysplasia	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Atelosteogenesis Type II, Diastrophic Dysplasia.
SLC26A2	G2P01002	SLC26A2-related multiple epiphyseal dysplasia	MONDO:0009189	definitive	undetermined	6	0	0						0	0	0	Diastrophic Dysplasia;Atelosteogenesis Type II	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Diastrophic Dysplasia, Atelosteogenesis Type II.
SUFU	G2P03224	SUFU-related Joubert and congenital ocular motor apraxia	MONDO:0700092	strong	undetermined	2	0	0						0	0	0		0	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: .
SUFU	G2P02372	SUFU-related Joubert syndrome with cranio-facial and skeletal defects	MONDO:0033309	strong	undetermined	1	0	0						0	0	0		0	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: .
SUFU	G2P01837	SUFU-related medulloblastoma, associated with Gorlin syndrome		definitive	loss of function	1	0	0						0	0	0	SUFU-related nevoid basal cell carcinoma syndrome;Gorlin Syndrome	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: SUFU-related nevoid basal cell carcinoma syndrome, Gorlin Syndrome.
TMEM67	G2P00463	TMEM67-related COACH syndrome	MONDO:0800103	definitive	loss of function	2	0	0						0	0	0	Joubert syndrome;Meckel Syndrome	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Joubert syndrome, Meckel Syndrome.
TMEM67	G2P01430	TMEM67-related nephronophthisis	MONDO:0013302	definitive	undetermined	1	0	0						0	0	0	Joubert syndrome;Meckel Syndrome	2	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: Joubert syndrome, Meckel Syndrome.
TTN	G2P03802	TTN-related arrhythmogenic right ventricular cardiomyopathy	MONDO:0016587	limited	undetermined	1	0	0						0	0	0		0	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: .
TTN	G2P03863	TTN-related hypertrophic cardiomyopathy	MONDO:0024573	limited	undetermined	1	0	0						0	0	0		0	SPLIT_ACROSS_DISMECH	HIGH	RECONCILE_SPECTRUM_ROW_ACROSS_MULTIPLE_ROOTS	Map the row against multiple direct roots: .
ABCA4	G2P01944	ABCA4-related cone-rod dystrophy	MONDO:0011395	definitive	loss of function	15	0	0						0	0	0	Stargardt Disease	1	EMBEDDED_NOT_ROOTED	MEDIUM	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Stargardt_Disease.yaml rather than rooted directly.
ACADVL	G2P01539	ACADVL-related very long chain acyl-CoA dehydrogenase deficiency	MONDO:0008723	definitive	loss of function	7	1	0	secondary_genetic	VLCAD_Deficiency.yaml	Very Long-Chain Acyl-CoA Dehydrogenase Deficiency	MONDO:0008723	exact_mondo;gene_related_prefix_stripped	6	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ACAT1	G2P01349	ACAT1-related alpha-methylacetoacetic aciduria		definitive	loss of function	8	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ACTA2	G2P00398	ACTA2-related Moyamoya disease	MONDO:0013542	strong	undetermined	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ACTA2	G2P02357	ACTA2-related multisystemic smooth muscle dysfunction syndrome	MONDO:0013452	definitive	undetermined	2	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ACTC1	G2P03543	ACTC1-related distal arthrogryposis with congenital heart disease		moderate	loss of function	2	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ACTC1	G2P03278	ACTC1-related hypertrophic cardiomyopathy	MONDO:0012799	definitive	undetermined	9	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ACVRL1	G2P02502	ACVRL1-related hereditary haemorrhagic telangiectasia	MONDO:0010880	definitive	loss of function	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ADAMTS2	G2P02482	ADAMTS2-related Ehlers-Danlos syndrome, dermatosparaxis type	MONDO:0009161	definitive	loss of function	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
AGL	G2P00333	AGL-related glycogen storage disease	MONDO:0009291	definitive	loss of function	10	1	0	pathophysiology_only	Cori_Forbes_Disease.yaml	Cori Forbes Disease	MONDO:0009291	exact_mondo	6	0	2		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
AIRE	G2P00741	AIRE-related autoimmune polyendocrinopathy syndrome	MONDO:0009411	definitive	loss of function	5	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ALK	G2P03365	ALK-related neuroblastoma, susceptibility to	MONDO:0013083	definitive	gain of function	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ALMS1	G2P00881	ALMS1-related Alstrom syndrome	MONDO:0008763	definitive	loss of function	46	0	0						0	0	0	Diabetes mellitus	1	EMBEDDED_NOT_ROOTED	MEDIUM	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Diabetes_Mellitus.yaml rather than rooted directly.
ALPK3	G2P03289	ALPK3-related hypertrophic cardiomyopathy	MONDO:0054838	strong	loss of function	10	1	0	secondary_genetic	Hypertrophic_Cardiomyopathy.yaml	Hypertrophic Cardiomyopathy	MONDO:0005045	gene_related_prefix_stripped	0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ALPK3	G2P03290	ALPK3-related hypertrophic cardiomyopathy	MONDO:0054838	definitive	undetermined	8	1	0	secondary_genetic	Hypertrophic_Cardiomyopathy.yaml	Hypertrophic Cardiomyopathy	MONDO:0005045	gene_related_prefix_stripped	0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ALPL	G2P00284	ALPL-related hypophosphatasia	MONDO:0018570	definitive	loss of function	5	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
AMER1	G2P00069	AMER1-related osteopathia striata with cranial sclerosis	MONDO:0010310	strong	loss of function	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
AMT	G2P01477	AMT-related glycine encephalopathy	MONDO:0958192	definitive	loss of function	4	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
APC	G2P01793	APC-related adenomatous polyposis coli		definitive	loss of function	27	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
APC	G2P01792	APC-related desmoid disease, hereditary		definitive	undetermined	4	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
APOB	G2P02706	APOB-related hypercholesterolaemia	MONDO:0007751	definitive	dominant negative	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
AR	G2P00507	AR-related androgen insensitivity syndrome	MONDO:0019154	definitive	loss of function	8	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
AR	G2P00499	AR-related spinal and bulb muscul atrophy		definitive	dominant negative	8	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ARG1	G2P00003	ARG1-related argininemia	MONDO:0008814	definitive	loss of function	5	1	0	pathophysiology_only	Arginase_Deficiency.yaml	Arginase Deficiency	MONDO:0008814	exact_mondo	4	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ARID2	G2P01890	ARID2-related Coffin-Siris like disorder	MONDO:0033492	strong	loss of function	2	0	0						0	0	0	Coffin-Siris syndrome	1	EMBEDDED_NOT_ROOTED	MEDIUM	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Coffin_Siris_Syndrome.yaml rather than rooted directly.
ASL	G2P00796	ASL-related argininosuccinate lyase deficiency	MONDO:0008815	definitive	loss of function	3	1	0	pathophysiology_only	Argininosuccinic_Aciduria.yaml	Argininosuccinic Aciduria	MONDO:0008815	exact_mondo	6	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ASS1	G2P01326	ASS1-related citrullinemia	MONDO:0008988	definitive	loss of function	6	1	0	pathophysiology_only	Citrullinemia_Type_I.yaml	Citrullinemia Type I	MONDO:0008988	exact_mondo	0	1	1		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ASXL1	G2P01627	ASXL1-related Bohring-Opitz syndrome	MONDO:0011510	definitive	loss of function	6	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ATP7A	G2P02474	ATP7A-related cutis laxa/occipital Horn syndrome	MONDO:0010572	definitive	loss of function	2	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ATP7A	G2P00700	ATP7A-related Menkes disease	MONDO:0010651	definitive	loss of function	12	1	0	secondary_genetic	Menkes_Disease.yaml	Menkes Disease	MONDO:0010651	exact_mondo;gene_related_prefix_stripped	4	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ATP7A	G2P00157	ATP7A-related spinal muscular atrophy, distal	MONDO:0010338	definitive	undetermined	2	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
