sample_id,accession,dataset,organism,tissue,source_metadata,assigned_group,exclusion_reason
M58301,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M587421,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M5883,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M59029,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M59593,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M59628,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M59697,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M59796,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M59860,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M59910,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M60126,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M60407,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M604571,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M60654,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M60935,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M61106,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M61517,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M61563,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M6160,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M6161,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M61631,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M61680,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M61862,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M61911,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M61946,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M628275,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M63213,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M6344,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M6362,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M63628,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M63731,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M638682,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M639636,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M64012,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M64293,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M64456,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M64468,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M64525,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M64693,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M64757,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M64886,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M64891,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M652464,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M65319,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M65551,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M6559,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M65630,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M65797,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M65832,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M660286,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M66132,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M6643,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M66586,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M66789,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M66831,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M66858,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M66936,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M67003,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M67089,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M67351,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M67602,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M67720,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M67782,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M67819,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M67883,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M67937,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M68017,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M68396,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M6874,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M68806,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M69155,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M69422,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M69471,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M69779,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M69984,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M70207,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M70235,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M70362,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M70658,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M70729,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M7107,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M71238,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M71241,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M71503,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M7155,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M71602,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M71719,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M71789,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M72035,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M72079,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M72114,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M72548,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M72578,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M7283,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M73007,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M73140,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M732693,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M73293,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M73342,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M7353,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M73574,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M73787,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M74087,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M74600,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M74881,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M74931,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M75093,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M75112,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
M755,synapse:syn60084804,Supplementary_Data_6:Avg. PAC scores AD progression,Homo sapiens,DLPFC,"PsychAD snRNA-seq derived donor x 27-subclass average PAC score (AD progression); controlled cohort not accessed; donor ID only, no diagnosis/Braak/resilience label",unlabeled,
